瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),老炼(hr),老荤(MJ/m2),傈款樊(10盒困),款屈(款屈距绢),矫沥(10m),泅惑锅龋(惫郴侥),瘤搁柯档(∑C)
165,格器,2019.1.15 11:00,6,,60,1,1.25,4,Sc,492,40,7.4
165,格器,2019.1.15 12:00,5.8,,70,0.4,0.87,8,Sc,322,40,8
165,格器,2019.1.15 13:00,6.9,,54,0.8,1.32,6,Sc,620,40,11.4
165,格器,2019.1.15 14:00,6.3,,57,0.6,1.02,4,Sc,979,40,8.5
165,格器,2019.1.15 15:00,6.7,,52,0.9,1.43,6,Sc,1266,40,9.4
165,格器,2019.1.15 16:00,4,,84,0,0.26,10,ScAs,466,19,5.9
165,格器,2019.1.15 17:00,3.4,,76,0,0.05,9,Sc,578,1901,4.8
165,格器,2019.1.15 18:00,2.4,0,69,0,0,10,ScAs,1405,1901,3.7
165,格器,2019.1.15 19:00,1.9,,67,,,10,,1670,,2.9
165,格器,2019.1.15 20:00,0.8,,78,,,10,StNs,1441,6,2.5
165,格器,2019.1.15 21:00,0.4,0,60,,,10,ScAs,2000,6,1.6
165,格器,2019.1.15 22:00,-0.1,,62,,,10,,2000,,1.4
165,格器,2019.1.15 23:00,-0.4,,59,,,9,,2000,,1.1
165,格器,2019.1.16 0:00,-1.1,0,79,,,10,StNs,1306,6,1
165,格器,2019.1.16 1:00,-1,,66,,,9,Sc,2000,6,0.8
165,格器,2019.1.16 2:00,-0.9,,65,,,9,,1976,,0.7
165,格器,2019.1.16 3:00,-0.8,0,60,,,9,Sc,2000,,0.6
165,格器,2019.1.16 4:00,-0.8,,60,,,9,Sc,2000,,0.6
165,格器,2019.1.16 5:00,-1.2,,66,,,9,Sc,1960,,0.5
165,格器,2019.1.16 6:00,-1.9,,63,,,9,Sc,2000,,0.5
165,格器,2019.1.16 7:00,-2.3,,62,,,9,Sc,2000,,0.5
165,格器,2019.1.16 8:00,-2.4,,64,0,0.01,9,Sc,1996,,0.4
165,格器,2019.1.16 9:00,-2.3,,64,0.6,0.35,7,Sc,1961,,0.3
165,格器,2019.1.16 10:00,-1.4,,62,1,0.99,2,Ci,1884,,1.5
165,格器,2019.1.16 11:00,-1.1,,63,1,1.55,0,,1907,,2.9
165,格器,2019.1.16 12:00,0,,58,1,1.95,2,Sc,1942,,8.9
165,格器,2019.1.16 13:00,0.4,,56,1,2.12,1,Sc,1851,,11.1
165,格器,2019.1.16 14:00,0.5,,57,1,2,3,Sc,1975,,9.8
165,格器,2019.1.16 15:00,0.9,,58,1,1.59,2,Sc,1984,,8.8
165,格器,2019.1.16 16:00,0.8,,60,1,1.33,3,Sc,2000,,5.5
165,格器,2019.1.16 17:00,0.2,,59,0.5,0.47,8,Sc,2000,,3.2
165,格器,2019.1.16 18:00,-0.1,,63,0,0.05,7,Sc,2000,,1.8
165,格器,2019.1.16 19:00,-0.7,,64,,,9,,2000,,1.4
165,格器,2019.1.16 20:00,-0.9,,63,,,9,,2000,,1.3
165,格器,2019.1.16 21:00,-0.9,,62,,,7,Sc,2000,,1.4
165,格器,2019.1.16 22:00,-0.9,,63,,,10,,2000,,1.5
165,格器,2019.1.16 23:00,-1,,64,,,10,,2000,,1.3
165,格器,2019.1.17 0:00,-1,,62,,,8,,2000,,1.5
165,格器,2019.1.17 1:00,-0.9,,68,,,8,,2000,,1.4
165,格器,2019.1.17 2:00,-0.7,,68,,,9,,1791,,1.6
165,格器,2019.1.17 3:00,-0.5,,67,,,8,Sc,1989,,1.7
165,格器,2019.1.17 4:00,-0.2,,69,,,9,Sc,2000,,1.8
165,格器,2019.1.17 5:00,0.4,,69,,,9,Sc,1708,,1.8
165,格器,2019.1.17 6:00,0.7,,67,,,8,Sc,2000,,1.8
165,格器,2019.1.17 7:00,0.7,,70,,,5,Sc,2000,,0.5
165,格器,2019.1.17 8:00,1.2,,63,0,0.01,6,Sc,1987,,1.3
165,格器,2019.1.17 9:00,2.1,,58,0.1,0.21,7,Sc,1997,,2
165,格器,2019.1.17 10:00,3.6,,50,1,0.95,5,Sc,1902,,3.6
165,格器,2019.1.17 11:00,4.3,,47,1,1.35,7,Sc,1987,,5.5
165,格器,2019.1.17 12:00,4.3,,52,0.5,1.16,8,Sc,1950,,7.6
165,格器,2019.1.17 13:00,4.5,,50,0.7,1.35,8,Sc,1990,,8.9
165,格器,2019.1.17 14:00,5.2,,46,1,2.14,7,Sc,1932,,13
165,格器,2019.1.17 15:00,5.3,,49,1,1.8,3,Sc,2000,,11
165,格器,2019.1.17 16:00,4.9,,55,1,1.38,6,Sc,1976,,7.7
165,格器,2019.1.17 17:00,4.2,,55,0.9,0.39,5,Sc,1989,,4.7
165,格器,2019.1.17 18:00,3.3,,58,0.4,0.09,2,Sc,1974,,3.1
165,格器,2019.1.17 19:00,2.7,,62,,,0,,1906,,2.1
165,格器,2019.1.17 20:00,2.4,,64,,,7,,1607,,1.6
165,格器,2019.1.17 21:00,2.9,,65,,,4,Sc,1806,,2.1
165,格器,2019.1.17 22:00,3.5,,61,,,8,,1725,,2.7
165,格器,2019.1.17 23:00,2.8,,69,,,7,,1391,,1.3
165,格器,2019.1.18 0:00,1.6,,75,,,0,,1114,,0.5
165,格器,2019.1.18 1:00,1,,75,,,0,,1176,,0.2
165,格器,2019.1.18 2:00,0.7,,86,,,0,,694,19,-0.1
165,格器,2019.1.18 3:00,0.3,,87,,,0,,645,19,-0.3
165,格器,2019.1.18 4:00,0.5,,80,,,0,,792,19,-0.6
165,格器,2019.1.18 5:00,-0.3,,83,,,0,,752,19,-1.1
165,格器,2019.1.18 6:00,-0.6,,87,,,0,,465,19,-1.4
165,格器,2019.1.18 7:00,-1,,92,,,0,,473,19,-1.7
165,格器,2019.1.18 8:00,-0.9,,87,0,0.01,0,,605,19,-1.5
165,格器,2019.1.18 9:00,0.4,,86,0.6,0.29,0,,577,19,0
165,格器,2019.1.18 10:00,3.4,,74,1,0.97,0,,782,19,1.7
165,格器,2019.1.18 11:00,4.8,,63,1,1.42,0,,1020,19,5.7
165,格器,2019.1.18 12:00,5.5,,59,1,1.81,0,,1275,,11.9
165,格器,2019.1.18 13:00,6.5,,56,1,2.02,3,Ci,1345,,14.1
165,格器,2019.1.18 14:00,6.8,,56,1,1.87,0,,1075,,14.9
165,格器,2019.1.18 15:00,7.5,,54,1,1.67,0,,1311,,12.9
165,格器,2019.1.18 16:00,7,,57,1,1.01,5,Ci,1265,,8.4
165,格器,2019.1.18 17:00,6.4,,64,1,0.63,4,Ci,1430,,6
165,格器,2019.1.18 18:00,5.1,,68,0.2,0.07,6,Ci,1270,,4.6
165,格器,2019.1.18 19:00,4.3,,72,,,8,,1020,,3.5
165,格器,2019.1.18 20:00,3.3,,77,,,0,,841,19,2.1
165,格器,2019.1.18 21:00,2.5,,80,,,0,,637,19,1.1
165,格器,2019.1.18 22:00,1.8,,82,,,1,,596,19,0.6
165,格器,2019.1.18 23:00,1.9,,76,,,7,,721,19,0.9
165,格器,2019.1.19 0:00,1.6,,84,,,8,AcCi,547,19,1.4
165,格器,2019.1.19 1:00,1.4,,87,,,8,,506,19,0.8
165,格器,2019.1.19 2:00,0.9,,83,,,7,,671,19,0.5
165,格器,2019.1.19 3:00,0.6,,88,,,8,Ci,502,19,0.3
165,格器,2019.1.19 4:00,0,,89,,,7,Ci,465,19,-0.2
165,格器,2019.1.19 5:00,-0.5,,91,,,8,AcCi,341,19,-0.7
165,格器,2019.1.19 6:00,-1.2,,89,,,5,Ci,402,19,-1.3
165,格器,2019.1.19 7:00,-1.5,,92,,,1,Ci,315,19,-1.7
165,格器,2019.1.19 8:00,-1.7,,90,0,0.01,3,Ci,284,19,-1.8
165,格器,2019.1.19 9:00,0.2,,88,0.6,0.32,8,Ci,335,19,-0.1
165,格器,2019.1.19 10:00,1.9,,77,1,0.92,3,Ci,438,19,1.8
165,格器,2019.1.19 11:00,6,,58,1,1.49,0,,599,4019,6.5
165,格器,2019.1.19 12:00,8,,46,0.9,1.78,3,ScAc,921,40,11.2
165,格器,2019.1.19 13:00,6.7,,53,0,0.3,10,ScAs,848,40,6.7
165,格器,2019.1.19 14:00,6.4,,53,0,0.16,10,ScAs,1127,40,6.2
165,格器,2019.1.19 15:00,6.1,0,55,0,0.19,10,StNs,1937,1,6
165,格器,2019.1.19 16:00,5.4,,64,0,0.08,10,StNs,1929,1,5.5
165,格器,2019.1.19 17:00,4.5,,80,0,0.03,10,StNs,379,1901,5
165,格器,2019.1.19 18:00,3.9,0.7,82,0,0,10,StNs,583,1901,4.7
165,格器,2019.1.19 19:00,3.9,,82,,,10,ScAs,630,1901,4.7
165,格器,2019.1.19 20:00,4.4,,85,,,,,650,19,4.8
165,格器,2019.1.19 21:00,4.3,0,92,,,9,Sc,362,19,4.8
165,格器,2019.1.19 22:00,4.4,,91,,,8,,374,19,4.9
165,格器,2019.1.19 23:00,3.8,,89,,,9,,452,19,4.6
165,格器,2019.1.20 0:00,3.7,0,97,,,10,StNs,101,1901,4.5
165,格器,2019.1.20 1:00,3.8,,98,,,10,StNs,75,191601,4.5
165,格器,2019.1.20 2:00,3.9,,98,,,10,StNs,206,191601,4.5
165,格器,2019.1.20 3:00,4.2,0.2,93,,,10,ScAs,742,1901,4.4
165,格器,2019.1.20 4:00,4.2,,89,,,10,ScAs,1139,19,4.3
165,格器,2019.1.20 5:00,4.4,,87,,,10,StNs,1007,1,4.3
165,格器,2019.1.20 6:00,4.5,0,86,,,9,Sc,902,1901,4.2
165,格器,2019.1.20 7:00,4.6,,81,,,9,Sc,485,19,4.3
165,格器,2019.1.20 8:00,3.6,,74,0,0.01,6,Sc,990,19,3
165,格器,2019.1.20 9:00,3.4,,70,0.5,0.29,7,Sc,1671,19,4.1
165,格器,2019.1.20 10:00,3.5,,63,0.9,0.85,3,Sc,1948,,4.2
165,格器,2019.1.20 11:00,3.4,,59,0.8,1.21,7,Sc,1828,,6.3
165,格器,2019.1.20 12:00,3.8,,54,0.7,1.36,7,Sc,1985,,9.6
165,格器,2019.1.20 13:00,3.8,,57,0.9,1.85,5,Sc,2000,,12.6
165,格器,2019.1.20 14:00,3.1,,54,1,1.61,6,Sc,1994,,9.5
165,格器,2019.1.20 15:00,2.6,,56,0.7,1.06,4,Sc,2000,,6.6
165,格器,2019.1.20 16:00,2.3,,58,0.8,0.86,7,Sc,2000,,5.5
165,格器,2019.1.20 17:00,1.8,,60,0.8,0.57,4,Sc,2000,,3.9
165,格器,2019.1.20 18:00,1.1,,58,0.1,0.1,3,Sc,2000,,1.8
165,格器,2019.1.20 19:00,0.9,,61,,,0,,2000,,1.3
165,格器,2019.1.20 20:00,0.8,,59,,,0,,2000,,0.8
165,格器,2019.1.20 21:00,0.8,,60,,,4,Sc,2000,,0.7
165,格器,2019.1.20 22:00,1,,59,,,9,,2000,,1.1
165,格器,2019.1.20 23:00,1.1,,59,,,10,,2000,,1
165,格器,2019.1.21 0:00,1.3,,59,,,9,,2000,,1.4
165,格器,2019.1.21 1:00,1.5,,59,,,9,,2000,,1.6
165,格器,2019.1.21 2:00,1.5,,60,,,9,,2000,,1.4
165,格器,2019.1.21 3:00,1.7,,57,,,8,Sc,2000,,1.5
165,格器,2019.1.21 4:00,1.5,,62,,,9,Sc,2000,,1.4
165,格器,2019.1.21 5:00,1.6,,59,,,10,ScAs,2000,,1.3
165,格器,2019.1.21 6:00,1.6,,63,,,8,Sc,2000,,1.6
165,格器,2019.1.21 7:00,1.6,,63,,,9,Sc,2000,,1.6
165,格器,2019.1.21 8:00,1.5,,64,0,0.01,7,Sc,2000,,1.4
165,格器,2019.1.21 9:00,2.1,,66,0.3,0.29,7,Sc,2000,,2.6
165,格器,2019.1.21 10:00,3,,63,0.5,0.69,5,Sc,2000,,4.9
165,格器,2019.1.21 11:00,4.4,,56,1,1.58,3,Sc,1946,,7.7
165,格器,2019.1.21 12:00,4.6,,55,1,2.02,0,,1985,,12.7
165,格器,2019.1.21 13:00,5,,56,1,2.2,0,,1971,,14.8
165,格器,2019.1.21 14:00,5.5,,56,1,2.1,0,,2000,,15
165,格器,2019.1.21 15:00,6.1,,55,1,1.82,2,Ci,2000,,12.5
165,格器,2019.1.21 16:00,6.2,,57,1,1.2,3,Ci,1938,,8.1
165,格器,2019.1.21 17:00,5.8,,59,1,0.65,0,,1925,,5.8
165,格器,2019.1.21 18:00,5,,67,0.2,0.11,4,Ci,1994,,4.1
165,格器,2019.1.21 19:00,4.5,,71,,,5,,1861,,3.3
165,格器,2019.1.21 20:00,4.2,,68,,,2,,1839,,2.6
165,格器,2019.1.21 21:00,3.6,,63,,,0,,1943,,1.9
165,格器,2019.1.21 22:00,3.5,,70,,,0,,1854,,1.6
165,格器,2019.1.21 23:00,3.7,,72,,,0,,1630,,1.6
165,格器,2019.1.22 0:00,3.8,,68,,,0,,1451,,1.4
165,格器,2019.1.22 1:00,4.2,,77,,,0,,1159,,1.6
165,格器,2019.1.22 2:00,4.1,,78,,,0,,915,19,1.4
165,格器,2019.1.22 3:00,3.3,,79,,,0,,693,19,0.7
165,格器,2019.1.22 4:00,3,,80,,,0,,620,19,0.5
165,格器,2019.1.22 5:00,2.3,,84,,,0,,642,19,0.4
165,格器,2019.1.22 6:00,1.4,,86,,,0,,581,19,0.1
165,格器,2019.1.22 7:00,0.8,,85,,,0,,631,19,-0.1
165,格器,2019.1.22 8:00,0.6,,87,0,0.01,0,,612,19,-0.1
165,格器,2019.1.22 9:00,1.8,,84,0.5,0.29,0,,609,19,0.7
165,格器,2019.1.22 10:00,4.7,,74,1,0.9,0,,667,19,3.9
165,格器,2019.1.22 11:00,6.4,,62,1,1.5,0,,793,4019,8.8
165,格器,2019.1.22 12:00,7.4,,44,1,1.97,1,Sc,1954,40,13
165,格器,2019.1.22 13:00,7.8,,39,1,2.16,0,,1792,,15.2
165,格器,2019.1.22 14:00,8,,41,1,2.02,0,,1499,,15.2
165,格器,2019.1.22 15:00,8.8,,43,1,1.72,0,,1180,,13.6
165,格器,2019.1.22 16:00,8.6,,46,1,1.19,0,,1173,,9.1
165,格器,2019.1.22 17:00,7.7,,50,0.9,0.57,2,Sc,1169,,6.7
165,格器,2019.1.22 18:00,6.8,,55,0,0.09,4,Sc,1054,,5.3
165,格器,2019.1.22 19:00,6,,60,,,0,,947,40,3.7
165,格器,2019.1.22 20:00,5.8,,76,,,6,,424,40,3.4
165,格器,2019.1.22 21:00,5.5,,75,,,0,,405,40,3
165,格器,2019.1.22 22:00,5.6,,75,,,0,,471,40,2.8
165,格器,2019.1.22 23:00,5.2,,77,,,0,,443,40,2.2
165,格器,2019.1.23 0:00,4.7,,81,,,0,,388,4019,1.8
165,格器,2019.1.23 1:00,4.2,,83,,,8,,369,19,1.3
165,格器,2019.1.23 2:00,4.1,,81,,,6,,483,19,1.4
165,格器,2019.1.23 3:00,4,,78,,,3,Sc,513,19,1.2
165,格器,2019.1.23 4:00,4,,82,,,0,,514,19,0.8
165,格器,2019.1.23 5:00,3.4,,85,,,3,Sc,457,19,0.6
165,格器,2019.1.23 6:00,2.8,,85,,,5,Sc,399,19,1.5
165,格器,2019.1.23 7:00,2.8,,86,,,7,Sc,372,19,1.2
165,格器,2019.1.23 8:00,2.6,,86,0,0.01,0,,393,19,0.8
165,格器,2019.1.23 9:00,3.8,,81,0.5,0.29,0,,521,19,2.5
165,格器,2019.1.23 10:00,5.8,,70,1,0.87,0,,629,19,5.2
165,格器,2019.1.23 11:00,7.7,,62,1,1.41,0,,645,4019,9.4
165,格器,2019.1.23 12:00,8.7,,45,1,1.86,0,,1114,40,13.3
165,格器,2019.1.23 13:00,9.3,,40,1,2.08,0,,1372,,15.7
165,格器,2019.1.23 14:00,9.4,,42,1,1.95,0,,1158,,15.7
165,格器,2019.1.23 15:00,8.4,,50,1,1.67,0,,876,40,13.5
165,格器,2019.1.23 16:00,7.9,,60,1,1.22,0,,771,40,9.5
165,格器,2019.1.23 17:00,6.7,,62,1,0.6,0,,899,40,6.9
165,格器,2019.1.23 18:00,5.6,,53,0.2,0.13,0,,1628,40,4.8
165,格器,2019.1.23 19:00,4.7,,59,,,0,,2000,,3.5
165,格器,2019.1.23 20:00,4.2,,61,,,0,,2000,,2.7
165,格器,2019.1.23 21:00,3.6,,64,,,0,,2000,,2.2
165,格器,2019.1.23 22:00,3.6,,60,,,0,,2000,,1.8
165,格器,2019.1.23 23:00,2.9,,69,,,0,,2000,,1.3
165,格器,2019.1.24 0:00,2.5,,71,,,0,,2000,,1.2
165,格器,2019.1.24 1:00,2.8,,69,,,0,,2000,,1
165,格器,2019.1.24 2:00,2.5,,58,,,0,,2000,,0.7
165,格器,2019.1.24 3:00,2.4,,58,,,0,,2000,,0.4
165,格器,2019.1.24 4:00,1.1,,64,,,0,,1586,,-0.1
165,格器,2019.1.24 5:00,0.2,,59,,,0,,1987,,-0.1
165,格器,2019.1.24 6:00,-0.3,,58,,,0,,2000,,-0.5
165,格器,2019.1.24 7:00,-0.6,,53,,,0,,2000,,-1
165,格器,2019.1.24 8:00,-0.7,,51,0,0.01,0,,1637,,-1.3
165,格器,2019.1.24 9:00,0.5,,51,0.6,0.35,0,,1729,,0.2
165,格器,2019.1.24 10:00,2.3,,42,1,1.06,0,,2000,,1.8
165,格器,2019.1.24 11:00,3.9,,44,1,1.64,0,,1985,,8.2
165,格器,2019.1.24 12:00,4.7,,42,1,2.05,0,,2000,,12.8
165,格器,2019.1.24 13:00,5.5,,44,1,2.22,0,,1962,,15.3
165,格器,2019.1.24 14:00,6,,39,1,2.16,0,,1995,,15.3
165,格器,2019.1.24 15:00,6.4,,44,1,1.87,0,,2000,,14.3
165,格器,2019.1.24 16:00,6.1,,41,1,1.38,0,,1993,,7.8
165,格器,2019.1.24 17:00,5.1,,43,1,0.78,0,,2000,,5.3
165,格器,2019.1.24 18:00,3.9,,55,0.7,0.16,0,,2000,,3
165,格器,2019.1.24 19:00,3.1,,64,,,0,,2000,,1.9
165,格器,2019.1.24 20:00,2.7,,70,,,0,,2000,,1.3
165,格器,2019.1.24 21:00,1.7,,68,,,0,,2000,,0.7
165,格器,2019.1.24 22:00,1,,77,,,0,,2000,,0
165,格器,2019.1.24 23:00,0.2,,79,,,1,,1638,,-0.1
165,格器,2019.1.25 0:00,-0.5,,69,,,2,Sc,1813,,-0.6
165,格器,2019.1.25 1:00,-0.6,,69,,,0,,2000,,-1.2
165,格器,2019.1.25 2:00,-0.6,,81,,,9,,1973,,-1
165,格器,2019.1.25 3:00,-0.8,,87,,,9,Ci,1716,,-0.8
165,格器,2019.1.25 4:00,-0.7,,84,,,9,Ci,1968,,-0.6
165,格器,2019.1.25 5:00,-0.6,,67,,,6,Ci,2000,,-1.2
165,格器,2019.1.25 6:00,-0.8,,73,,,3,AcCi,2000,,-1.5
165,格器,2019.1.25 7:00,-1,,74,,,9,Ac,2000,,-0.7
165,格器,2019.1.25 8:00,-0.8,,77,0,0.01,9,Ac,1618,,-0.2
165,格器,2019.1.25 9:00,0.4,,69,0,0.24,9,Ac,1684,,1.7
165,格器,2019.1.25 10:00,2.1,,70,0.1,0.6,9,Ac,1922,,4.8
165,格器,2019.1.25 11:00,4.3,,68,0.9,1.19,7,Ac,2000,,8.3
165,格器,2019.1.25 12:00,5.3,,62,0.8,1.53,7,ScAc,2000,,11.6
165,格器,2019.1.25 13:00,5,,63,0.3,1.01,10,ScAs,2000,,9.2
165,格器,2019.1.25 14:00,4.6,,63,0,0.54,10,ScAs,1902,,7.7
165,格器,2019.1.25 15:00,3.7,,64,0,0.37,9,Sc,1727,,5.8
165,格器,2019.1.25 16:00,3.2,,59,0.2,0.6,10,ScAs,1989,,5.2
165,格器,2019.1.25 17:00,2.3,,55,0.3,0.32,9,Sc,2000,,3.7
165,格器,2019.1.25 18:00,1.8,,57,0.1,0.07,9,Sc,2000,,2.6
165,格器,2019.1.25 19:00,1.6,,57,,,9,,2000,,2.2
165,格器,2019.1.25 20:00,1.3,,55,,,9,,2000,,1.9
165,格器,2019.1.25 21:00,1,,53,,,9,Sc,2000,,1.4
165,格器,2019.1.25 22:00,0.8,,55,,,9,,2000,,1.3
165,格器,2019.1.25 23:00,0.8,,56,,,9,,2000,,1.3
165,格器,2019.1.26 0:00,0.6,,57,,,9,Sc,2000,,1.2
165,格器,2019.1.26 1:00,0.2,,56,,,8,,2000,,0.9
165,格器,2019.1.26 2:00,-0.1,,56,,,6,,2000,,-0.2
165,格器,2019.1.26 3:00,-0.2,,55,,,2,Sc,2000,,-0.3
165,格器,2019.1.26 4:00,-0.1,,57,,,1,Sc,2000,,-0.7
165,格器,2019.1.26 5:00,0.1,,60,,,1,Sc,2000,,-0.9
165,格器,2019.1.26 6:00,0.3,,63,,,2,Sc,1986,,-0.5
165,格器,2019.1.26 7:00,0.8,,62,,,2,Sc,1998,,-0.5
165,格器,2019.1.26 8:00,1.1,,56,0,0.01,4,Sc,2000,,-0.1
165,格器,2019.1.26 9:00,1.5,,58,0.3,0.26,7,Sc,2000,,1.7
165,格器,2019.1.26 10:00,1.2,,55,0.7,0.77,6,Sc,1992,,2.6
165,格器,2019.1.26 11:00,0.7,,55,0.6,1.12,7,Sc,1986,,5.8
165,格器,2019.1.26 12:00,0.7,,54,1,1.96,3,Sc,1922,,10.7
165,格器,2019.1.26 13:00,1.1,,55,1,2.22,3,Sc,1922,,13.4
165,格器,2019.1.26 14:00,0.8,,59,0.9,1.74,4,Sc,1934,,7.8
165,格器,2019.1.26 15:00,1.4,,55,1,1.83,0,,2000,,11.1
165,格器,2019.1.26 16:00,1.3,,58,1,1.45,0,,2000,,4.8
165,格器,2019.1.26 17:00,0.9,,64,1,0.82,0,,1958,,2.9
165,格器,2019.1.26 18:00,0.3,,67,0.8,0.19,0,,2000,,0.8
165,格器,2019.1.26 19:00,0.4,,70,,,0,,2000,,0.2
165,格器,2019.1.26 20:00,0.5,,72,,,0,,2000,,-0.1
165,格器,2019.1.26 21:00,-0.1,,73,,,2,Sc,2000,,-0.5
165,格器,2019.1.26 22:00,-0.8,,76,,,6,,2000,,-0.2
165,格器,2019.1.26 23:00,-0.7,,74,,,6,,2000,,0
165,格器,2019.1.27 0:00,-0.8,,74,,,7,Sc,2000,,-0.5
165,格器,2019.1.27 1:00,-1.2,,76,,,0,,2000,,-1.2
165,格器,2019.1.27 2:00,-1.9,,86,,,1,,1912,,-1.3
165,格器,2019.1.27 3:00,-1.7,,84,,,0,,1995,,-1.5
165,格器,2019.1.27 4:00,-1.9,,87,,,0,,1785,,-1.6
165,格器,2019.1.27 5:00,-2,,89,,,0,,1688,,-1.7
165,格器,2019.1.27 6:00,-2.5,,90,,,0,,1723,,-1.7
165,格器,2019.1.27 7:00,-2.8,,84,,,0,,1900,,-1.7
165,格器,2019.1.27 8:00,-2.8,,80,0,0.01,0,,1984,,-1.6
165,格器,2019.1.27 9:00,-1.3,,71,0.6,0.55,0,,1924,,-0.1
165,格器,2019.1.27 10:00,1,,62,1,1.25,0,,2000,,0.5
165,格器,2019.1.27 11:00,2.3,,58,1,1.67,0,,1894,,4.9
165,格器,2019.1.27 12:00,3.2,,56,1,2.09,0,,1825,,12
165,格器,2019.1.27 13:00,4.7,,56,1,2.27,0,,1841,,15.9
165,格器,2019.1.27 14:00,5.3,,53,1,2.21,0,,2000,,16.1
165,格器,2019.1.27 15:00,5.4,,57,1,1.93,0,,2000,,15.1
165,格器,2019.1.27 16:00,6,,59,1,1.42,0,,1969,,8.2
165,格器,2019.1.27 17:00,5.5,,60,1,0.83,1,Sc,2000,,5.7
165,格器,2019.1.27 18:00,4,,63,0.8,0.2,0,,2000,,3.1
165,格器,2019.1.27 19:00,3.1,,67,,,0,,2000,,1.7
165,格器,2019.1.27 20:00,2.6,,69,,,0,,2000,,0.8
165,格器,2019.1.27 21:00,2.5,,72,,,9,Sc,2000,,2.4
165,格器,2019.1.27 22:00,2.7,,72,,,8,,2000,,2.7
165,格器,2019.1.27 23:00,2.8,,74,,,8,,2000,,2.5
165,格器,2019.1.28 0:00,2.7,,74,,,8,Sc,2000,,2.6
165,格器,2019.1.28 1:00,2.2,,78,,,9,,1813,,2.1
165,格器,2019.1.28 2:00,2.4,,75,,,8,,1797,,2.7
165,格器,2019.1.28 3:00,2.6,,75,,,9,Sc,1891,,2.8
165,格器,2019.1.28 4:00,2.9,,76,,,9,Sc,2000,,3
165,格器,2019.1.28 5:00,4.5,,74,,,10,ScAs,2000,,2.9
165,格器,2019.1.28 6:00,5.7,,76,,,10,ScAs,2000,,3.8
165,格器,2019.1.28 7:00,6.1,,71,,,3,Sc,2000,,4.1
165,格器,2019.1.28 8:00,6,,71,0,0,10,ScAs,1823,,4.2
165,格器,2019.1.28 9:00,6.2,,68,0,0.12,9,Sc,968,40,5.1
165,格器,2019.1.28 10:00,6.4,,63,0,0.37,8,Sc,738,40,7.5
165,格器,2019.1.28 11:00,7,,57,0.5,0.88,5,Sc,656,40,10.5
165,格器,2019.1.28 12:00,7.7,,52,1,1.7,3,Sc,730,40,15.4
165,格器,2019.1.28 13:00,7.3,,60,0.9,1.98,2,Sc,657,40,13.4
165,格器,2019.1.28 14:00,7.2,,53,0.8,1.71,5,Sc,765,40,13.2
165,格器,2019.1.28 15:00,5.8,,50,1,1.61,1,Sc,922,40,12.1
165,格器,2019.1.28 16:00,5.4,,45,1,1.35,4,ScCi,1480,40,9
165,格器,2019.1.28 17:00,4.7,,50,1,0.71,4,Ci,1413,,7
165,格器,2019.1.28 18:00,3.7,,56,0.4,0.19,6,Ci,1643,,5
165,格器,2019.1.28 19:00,3.4,,54,,,4,,2000,,3.8
165,格器,2019.1.28 20:00,3,,60,,,5,,1986,,3.2
165,格器,2019.1.28 21:00,2.6,,60,,,2,Ci,1999,,2.8
165,格器,2019.1.28 22:00,2.5,,58,,,8,,2000,,2.3
165,格器,2019.1.28 23:00,2.2,,64,,,8,,1975,,2.4
165,格器,2019.1.29 0:00,1.7,,60,,,5,Ci,2000,,1.7
165,格器,2019.1.29 1:00,0.4,,67,,,9,,1966,,1.2
165,格器,2019.1.29 2:00,-0.3,,66,,,5,,2000,,0.9
165,格器,2019.1.29 3:00,-0.8,,67,,,5,Ci,1971,,0.6
165,格器,2019.1.29 4:00,-1.2,,66,,,4,Ci,1982,,0.4
165,格器,2019.1.29 5:00,-1.7,,68,,,6,Ci,1989,,0.3
165,格器,2019.1.29 6:00,-2.2,,71,,,5,Ci,1822,,0.2
165,格器,2019.1.29 7:00,-2.2,,62,,,3,Ci,1970,,0
165,格器,2019.1.29 8:00,-1.5,,56,0,0.02,0,,1986,,0
165,格器,2019.1.29 9:00,-0.1,,52,0.5,0.39,0,,1876,,0.2
165,格器,2019.1.29 10:00,0.8,,46,1,1.13,0,,1901,,0.4
165,格器,2019.1.29 11:00,1.9,,43,1,1.72,1,Sc,1820,,5.8
165,格器,2019.1.29 12:00,3.2,,37,1,2.14,0,,1806,,10.5
165,格器,2019.1.29 13:00,4.8,,36,1,2.31,0,,1874,,13.4
165,格器,2019.1.29 14:00,5.8,,33,1,2.25,0,,1927,,14.6
165,格器,2019.1.29 15:00,6.4,,36,1,1.96,0,,1996,,13.9
165,格器,2019.1.29 16:00,5.9,,40,1,1.46,0,,1984,,9.5
165,格器,2019.1.29 17:00,5.4,,43,1,0.86,2,Ci,2000,,7
165,格器,2019.1.29 18:00,3,,53,0.8,0.21,2,Ci,2000,,4.7
165,格器,2019.1.29 19:00,2.2,,60,,,7,,2000,,3.4
165,格器,2019.1.29 20:00,1.5,,62,,,2,,1988,,2.5
165,格器,2019.1.29 21:00,1.1,,66,,,0,,2000,,1.8
165,格器,2019.1.29 22:00,0.6,,68,,,9,,2000,,1.3
165,格器,2019.1.29 23:00,-0.2,,80,,,0,,1594,,1.1
