瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),老炼(hr),老荤(MJ/m2),傈款樊(10盒困),款屈(款屈距绢),矫沥(10m),泅惑锅龋(惫郴侥),瘤搁柯档(∑C)
165,格器,2019.3.7 17:00,7.4,,66,1,1.27,0,,1002,,13.2
165,格器,2019.3.7 18:00,6.5,,71,1,0.55,0,,1081,,10.3
165,格器,2019.3.7 19:00,5.5,,76,0.2,0.04,0,,1103,,8.3
165,格器,2019.3.7 20:00,4.7,,79,,,0,,1096,,7.2
165,格器,2019.3.7 21:00,4.3,,79,,,0,,1167,,6.4
165,格器,2019.3.7 22:00,3.7,,82,,,0,,1139,,5.8
165,格器,2019.3.7 23:00,3.3,,84,,,0,,1240,,5.3
165,格器,2019.3.8 0:00,3.1,,85,,,0,,1307,,4.9
165,格器,2019.3.8 1:00,2.6,,86,,,0,,1350,,4.5
165,格器,2019.3.8 2:00,2.2,,85,,,0,,1375,,4.1
165,格器,2019.3.8 3:00,1.7,,85,,,0,,1371,,3.8
165,格器,2019.3.8 4:00,1.5,,83,,,0,,1380,,3.4
165,格器,2019.3.8 5:00,1.3,,88,,,0,,1310,,3.1
165,格器,2019.3.8 6:00,1.3,,84,,,0,,1496,,2.7
165,格器,2019.3.8 7:00,0.8,,89,0,0,0,,1207,,2.4
165,格器,2019.3.8 8:00,1.8,,85,0.6,0.26,0,,1305,,2.9
165,格器,2019.3.8 9:00,3.4,,77,1,1,0,,1643,,5
165,格器,2019.3.8 10:00,5,,69,1,1.78,0,,1631,,10
165,格器,2019.3.8 11:00,7.1,,62,1,2.41,0,,1710,,15
165,格器,2019.3.8 12:00,8.8,,51,1,2.84,0,,1805,,19
165,格器,2019.3.8 13:00,9.8,,56,1,3.01,0,,1536,,21.5
165,格器,2019.3.8 14:00,10.2,,58,1,2.95,0,,1657,,22.5
165,格器,2019.3.8 15:00,10.9,,49,1,2.62,0,,1888,,22.2
165,格器,2019.3.8 16:00,11.1,,46,1,2.13,1,Ci,1928,,16.5
165,格器,2019.3.8 17:00,9.7,,55,1,1.42,0,,1649,,14.5
165,格器,2019.3.8 18:00,9.3,,56,1,0.62,4,Ci,1732,,11.2
165,格器,2019.3.8 19:00,6.7,,68,0.3,0.06,1,,1696,,8.9
165,格器,2019.3.8 20:00,5.8,,77,,,0,,1295,,7.7
165,格器,2019.3.8 21:00,4.5,,77,,,3,Ci,1381,,6.6
165,格器,2019.3.8 22:00,4,,85,,,6,,938,19,5.8
165,格器,2019.3.8 23:00,3.3,,86,,,6,,851,19,5
165,格器,2019.3.9 0:00,2.8,,85,,,6,ScCi,738,19,4.6
165,格器,2019.3.9 1:00,2.2,,81,,,6,,1063,19,3.9
165,格器,2019.3.9 2:00,1.8,,84,,,6,,1143,,3.5
165,格器,2019.3.9 3:00,1.3,,84,,,6,Ci,975,19,3.3
165,格器,2019.3.9 4:00,1,,86,,,6,Ci,836,19,3.2
165,格器,2019.3.9 5:00,0.7,,84,,,5,Ci,971,19,2.9
165,格器,2019.3.9 6:00,0.6,,82,,,6,Ci,732,19,2.7
165,格器,2019.3.9 7:00,0.4,,77,0,0,4,Ci,1094,19,2.7
165,格器,2019.3.9 8:00,2.1,,65,0.6,0.27,2,Ci,1493,,3.4
165,格器,2019.3.9 9:00,4.9,,57,1,0.85,6,Ci,1576,,5.7
165,格器,2019.3.9 10:00,8.3,,49,0.9,1.47,6,Ac,1740,,9.8
165,格器,2019.3.9 11:00,11,,47,0.6,1.54,7,Ac,1598,,12.5
165,格器,2019.3.9 12:00,12.5,,46,0.5,1.71,8,Ac,1467,,14.9
165,格器,2019.3.9 13:00,14.8,,44,0.9,2.58,8,Ac,1274,,19
165,格器,2019.3.9 14:00,14.8,,43,0.2,1.41,9,Ac,1780,,16.3
165,格器,2019.3.9 15:00,15,,45,0,1.01,10,As,1884,,15.5
165,格器,2019.3.9 16:00,14.5,,53,0,0.82,10,As,1654,,14.6
165,格器,2019.3.9 17:00,14.1,,53,0,0.47,10,As,1729,,13.3
165,格器,2019.3.9 18:00,13.6,,59,0,0.2,10,As,1447,,12
165,格器,2019.3.9 19:00,12.7,,68,0,0.01,10,StNs,1385,1,11.1
165,格器,2019.3.9 20:00,12.2,,72,,,10,StNs,1020,1,10.6
165,格器,2019.3.9 21:00,11.1,0.7,85,,,10,StNs,593,1901,10.2
165,格器,2019.3.9 22:00,10.5,,87,,,10,StNs,540,1901,10
165,格器,2019.3.9 23:00,10.2,,83,,,10,StNs,808,1901,9.7
165,格器,2019.3.10 0:00,10.2,0.8,77,,,10,,1750,1901,9.5
165,格器,2019.3.10 1:00,10.1,,79,,,10,StNs,1415,1,9.4
165,格器,2019.3.10 2:00,9.8,,80,,,10,StNs,1094,1,9.2
165,格器,2019.3.10 3:00,9.4,0.6,84,,,10,StNs,771,1901,9.1
165,格器,2019.3.10 4:00,9.1,,88,,,10,StNs,660,1901,9.1
165,格器,2019.3.10 5:00,8.9,,90,,,10,StNs,820,1901,9
165,格器,2019.3.10 6:00,8.3,2.4,92,,,10,StNs,439,1901,8.9
165,格器,2019.3.10 7:00,7.9,,94,0,0,10,StNs,414,1901,8.7
165,格器,2019.3.10 8:00,7.7,,95,0,0.02,10,StNs,484,1901,8.7
165,格器,2019.3.10 9:00,7.6,2.8,97,0,0.11,10,StNs,274,1901,8.9
165,格器,2019.3.10 10:00,8,,97,0,0.34,10,StNs,514,1901,10
165,格器,2019.3.10 11:00,8.5,,94,0,0.69,10,StNs,660,1901,11.5
165,格器,2019.3.10 12:00,8.8,4.2,94,0,0.98,10,StNs,553,1901,12.7
165,格器,2019.3.10 13:00,9.1,,93,0,0.81,10,StNs,525,1901,12.7
165,格器,2019.3.10 14:00,9,,93,0,0.68,10,StNs,331,1901,12.5
165,格器,2019.3.10 15:00,9.2,0.9,94,0,0.56,10,StNs,388,1901,12.2
165,格器,2019.3.10 16:00,9.1,,87,0,0.27,10,ScAs,696,1901,11.2
165,格器,2019.3.10 17:00,9.5,,78,0,0.62,8,ScAc,838,19,11.9
165,格器,2019.3.10 18:00,8.7,0,71,1,0.73,3,Ci,896,19,10.5
165,格器,2019.3.10 19:00,7.5,,77,0.1,0.06,0,,850,19,8.6
165,格器,2019.3.10 20:00,7.2,,79,,,0,,850,19,7.8
165,格器,2019.3.10 21:00,6.8,,80,,,0,,870,19,7.2
165,格器,2019.3.10 22:00,6,,78,,,0,,1038,19,6.7
165,格器,2019.3.10 23:00,5.4,,81,,,0,,1131,,6.2
165,格器,2019.3.11 0:00,4.8,,78,,,0,,1178,,5.7
165,格器,2019.3.11 1:00,4.4,,79,,,0,,1059,,5.3
165,格器,2019.3.11 2:00,4.5,,74,,,0,,1613,,5
165,格器,2019.3.11 3:00,4.3,,84,,,0,,1183,,4.8
165,格器,2019.3.11 4:00,4.7,,84,,,0,,1531,,4.7
165,格器,2019.3.11 5:00,4.9,,91,,,0,,1038,,4.8
165,格器,2019.3.11 6:00,5.1,,90,,,2,Ci,1018,,4.8
165,格器,2019.3.11 7:00,5,,88,0,0,8,Ci,1020,,5
165,格器,2019.3.11 8:00,5,,92,0.1,0.22,5,ScCi,397,19,5.7
165,格器,2019.3.11 9:00,6,,88,0.4,0.6,8,ScCi,616,19,7.2
165,格器,2019.3.11 10:00,8,,82,0.9,1.37,8,ScCi,939,19,10.8
165,格器,2019.3.11 11:00,8.7,,79,0.2,1.3,9,AcCi,1590,19,12.4
165,格器,2019.3.11 12:00,10.1,,72,0.6,1.97,8,Ci,1924,,16.5
165,格器,2019.3.11 13:00,10.4,,74,0.7,2.25,10,ScAs,1967,,16.4
165,格器,2019.3.11 14:00,10,,74,0.1,1.33,10,ScAs,1999,,14.6
165,格器,2019.3.11 15:00,6.9,1.2,93,0,0.23,10,StNs,669,1901,10.9
165,格器,2019.3.11 16:00,7.8,,86,0.3,1.05,10,ScAs,1586,1901,13.2
165,格器,2019.3.11 17:00,7.4,,88,0.2,0.33,10,StNs,410,1901,10.4
165,格器,2019.3.11 18:00,7.1,4.4,93,0,0.03,10,StNs,631,1901,9.7
165,格器,2019.3.11 19:00,6.8,,94,0,0,10,StNs,772,1901,9.2
165,格器,2019.3.11 20:00,6.6,,95,,,10,ScAs,666,1901,8.6
165,格器,2019.3.11 21:00,6.8,0.8,84,,,8,Sc,395,19,8.2
165,格器,2019.3.11 22:00,6.8,,88,,,8,,288,19,8.2
165,格器,2019.3.11 23:00,6.7,,91,,,8,,315,19,8
165,格器,2019.3.12 0:00,6.2,,86,,,8,Sc,594,19,7.6
165,格器,2019.3.12 1:00,5.8,,86,,,8,,453,19,7.2
165,格器,2019.3.12 2:00,5.2,,85,,,8,,342,19,6.3
165,格器,2019.3.12 3:00,4.9,,89,,,7,Sc,283,19,6
165,格器,2019.3.12 4:00,4.7,,90,,,7,Sc,245,19,5.8
165,格器,2019.3.12 5:00,4.6,,90,,,8,Sc,237,19,5.9
165,格器,2019.3.12 6:00,4.4,,90,,,7,Sc,260,19,5.5
165,格器,2019.3.12 7:00,4.5,,94,0,0,5,Sc,177,19,5.8
165,格器,2019.3.12 8:00,5.2,,90,0,0.15,8,Sc,203,19,6.6
165,格器,2019.3.12 9:00,6.3,,87,0,0.39,8,Sc,233,19,8.1
165,格器,2019.3.12 10:00,8,,80,0.2,0.77,8,Sc,221,19,10.4
165,格器,2019.3.12 11:00,10.4,,69,1,2.13,0,,279,4019,14.8
165,格器,2019.3.12 12:00,11.2,,64,1,2.56,0,,368,40,17.7
165,格器,2019.3.12 13:00,11.7,,65,1,2.76,3,Sc,357,40,19.5
165,格器,2019.3.12 14:00,11.4,,65,1,2.63,3,Sc,358,40,19.9
165,格器,2019.3.12 15:00,10.8,,68,0.7,1.59,9,Sc,359,40,16.8
165,格器,2019.3.12 16:00,8.4,,80,0.2,0.71,9,Sc,272,4019,13.5
165,格器,2019.3.12 17:00,6.8,,73,0,0.52,8,Sc,449,19,11.8
165,格器,2019.3.12 18:00,5.7,,71,0,0.31,6,Sc,1959,19,9.7
165,格器,2019.3.12 19:00,4.5,,84,0,0.03,10,StNs,1079,1,8.4
165,格器,2019.3.12 20:00,4.1,,84,,,7,Sc,1956,1,7.6
165,格器,2019.3.12 21:00,3.6,0,71,,,6,Sc,1978,,6.4
165,格器,2019.3.12 22:00,3.1,,58,,,0,,2000,,5.3
165,格器,2019.3.12 23:00,2.9,,58,,,0,,2000,,4.7
165,格器,2019.3.13 0:00,2.7,,59,,,5,,2000,,4.3
165,格器,2019.3.13 1:00,2.7,,56,,,0,,2000,,3.9
165,格器,2019.3.13 2:00,2.8,,52,,,0,,2000,,3.5
165,格器,2019.3.13 3:00,2.8,,49,,,0,,2000,,3.3
165,格器,2019.3.13 4:00,2.4,,51,,,0,,2000,,3.1
165,格器,2019.3.13 5:00,2.5,,57,,,0,,2000,,3
165,格器,2019.3.13 6:00,2.7,,58,,,0,,2000,,2.9
165,格器,2019.3.13 7:00,2.7,,55,0,0,0,,2000,,2.8
165,格器,2019.3.13 8:00,4,,53,0.7,0.31,0,,2000,,3.3
165,格器,2019.3.13 9:00,5.5,,51,1,1.05,0,,2000,,5.4
165,格器,2019.3.13 10:00,7,,49,1,1.76,1,Sc,2000,,9.2
165,格器,2019.3.13 11:00,8,,53,1,2.17,3,Sc,1984,,12.8
165,格器,2019.3.13 12:00,8.4,,48,1,2.66,6,Sc,1860,,15.1
165,格器,2019.3.13 13:00,8.4,,53,1,3.07,6,Sc,1855,,16.9
165,格器,2019.3.13 14:00,8.6,,38,1,3.08,5,Sc,1924,,18.1
165,格器,2019.3.13 15:00,9.3,,42,1,2.56,1,Sc,1768,,17.9
165,格器,2019.3.13 16:00,8.5,,48,1,2.04,0,,1553,,13.5
165,格器,2019.3.13 17:00,8.6,,50,1,1.33,1,Ci,1644,,12.1
165,格器,2019.3.13 18:00,7.7,,56,1,0.55,0,,1567,,9.5
165,格器,2019.3.13 19:00,6.7,,60,0,0.06,0,,1634,,7.8
165,格器,2019.3.13 20:00,5.9,,64,,,0,,1257,,6.9
165,格器,2019.3.13 21:00,5.4,,67,,,0,,1728,,6.2
165,格器,2019.3.13 22:00,5.4,,69,,,0,,1728,,5.7
165,格器,2019.3.13 23:00,5.2,,71,,,0,,1372,,5.2
165,格器,2019.3.14 0:00,5.1,,74,,,0,,1222,,5
165,格器,2019.3.14 1:00,5,,71,,,2,,1077,,4.7
165,格器,2019.3.14 2:00,4.8,,69,,,6,,1057,,4.4
165,格器,2019.3.14 3:00,4.5,,71,,,6,Ci,1046,,4.3
165,格器,2019.3.14 4:00,4,,78,,,9,Ci,777,19,4.3
165,格器,2019.3.14 5:00,3.6,,83,,,6,ScCi,553,19,3.9
165,格器,2019.3.14 6:00,2.9,,87,,,4,Ci,502,19,3.6
165,格器,2019.3.14 7:00,2.6,,87,0,0,6,Ci,488,19,3.4
165,格器,2019.3.14 8:00,3,,87,0.3,0.23,6,Ci,506,19,4.1
165,格器,2019.3.14 9:00,5.7,,75,1,0.93,3,Ci,845,19,6.2
165,格器,2019.3.14 10:00,8,,70,1,1.75,1,Ci,764,19,10.6
165,格器,2019.3.14 11:00,9.7,,51,1,2.33,1,Ci,1030,19,14.9
165,格器,2019.3.14 12:00,11.4,,40,1,2.72,0,,1462,,18.2
165,格器,2019.3.14 13:00,11,,41,1,2.94,0,,1431,,20.5
165,格器,2019.3.14 14:00,11.9,,29,1,2.9,0,,1758,,21.5
165,格器,2019.3.14 15:00,11.8,,32,1,2.57,0,,1928,,20.7
165,格器,2019.3.14 16:00,11.6,,30,1,2.06,0,,1962,,15.8
165,格器,2019.3.14 17:00,11.2,,30,1,1.35,0,,2000,,14
165,格器,2019.3.14 18:00,10,,53,1,0.61,2,Ci,1940,,11.4
165,格器,2019.3.14 19:00,8.8,,59,0.3,0.07,0,,2000,,9.4
165,格器,2019.3.14 20:00,8.3,,68,,,0,,1960,,8.4
165,格器,2019.3.14 21:00,8,,65,,,0,,1981,,7.7
165,格器,2019.3.14 22:00,7.7,,64,,,0,,2000,,7.2
165,格器,2019.3.14 23:00,7.7,,71,,,0,,2000,,6.9
165,格器,2019.3.15 0:00,7.7,,79,,,0,,1983,,6.9
165,格器,2019.3.15 1:00,8,,80,,,6,,1959,,7.3
165,格器,2019.3.15 2:00,7.9,,80,,,6,,1997,,7.4
165,格器,2019.3.15 3:00,7.7,,81,,,6,Sc,1997,,7.3
165,格器,2019.3.15 4:00,7.6,,80,,,9,ScCi,1969,,7.3
165,格器,2019.3.15 5:00,7.9,,84,,,10,ScAs,1580,,7.6
165,格器,2019.3.15 6:00,8,,86,,,9,Sc,1311,,7.8
165,格器,2019.3.15 7:00,7.9,,85,0,0,8,Sc,1144,,7.4
165,格器,2019.3.15 8:00,8.1,,83,0,0.19,6,Sc,934,19,7.9
165,格器,2019.3.15 9:00,8.6,,80,0.2,0.6,7,Sc,570,19,9.1
165,格器,2019.3.15 10:00,9.2,,73,0.4,0.85,7,Sc,732,19,10.2
165,格器,2019.3.15 11:00,9.3,,76,0,0.68,8,Sc,1011,19,10.9
165,格器,2019.3.15 12:00,10.1,,73,0.1,0.99,7,Sc,634,19,12.8
165,格器,2019.3.15 13:00,11.4,,71,1,2.65,7,Sc,619,19,17.5
165,格器,2019.3.15 14:00,9.5,,80,0.3,1.04,10,StNs,432,191301,12.1
165,格器,2019.3.15 15:00,10.4,0.7,77,0.9,1.93,7,Sc,477,1901,15.6
165,格器,2019.3.15 16:00,11.4,,69,0.8,1.59,7,AcCi,480,4019,14.7
165,格器,2019.3.15 17:00,9.3,,68,0.6,0.82,8,ScAc,775,4001,12.2
165,格器,2019.3.15 18:00,7.7,0.1,60,0.6,0.55,3,Sc,1929,40,9.8
165,格器,2019.3.15 19:00,5.9,,57,0.2,0.09,0,,1969,,7.8
165,格器,2019.3.15 20:00,5.1,,61,,,0,,1994,,6.6
165,格器,2019.3.15 21:00,4.8,,52,,,0,,2000,,5.7
165,格器,2019.3.15 22:00,4.3,,55,,,1,,2000,,5.1
165,格器,2019.3.15 23:00,4.2,,58,,,6,,1977,,4.9
165,格器,2019.3.16 0:00,4.7,,63,,,9,,1830,,5.4
165,格器,2019.3.16 1:00,5,,64,,,9,,1805,,5.6
165,格器,2019.3.16 2:00,4.9,,72,,,8,,1426,,5.3
165,格器,2019.3.16 3:00,4.9,,74,,,9,Sc,1351,,5.7
165,格器,2019.3.16 4:00,4.8,,73,,,9,Sc,1428,,5.8
165,格器,2019.3.16 5:00,4.6,,71,,,8,Sc,1593,,5.7
165,格器,2019.3.16 6:00,4.7,,68,,,8,Sc,1703,,5.6
165,格器,2019.3.16 7:00,4.7,,67,0,0,8,Sc,1701,,5.5
165,格器,2019.3.16 8:00,5,,65,0,0.16,7,Sc,1615,,6.1
165,格器,2019.3.16 9:00,6,,62,0.8,0.92,5,Sc,1565,,8.3
165,格器,2019.3.16 10:00,7,,59,1,1.74,2,Sc,1737,,11.5
165,格器,2019.3.16 11:00,7.6,,59,1,2.34,0,,1563,,15.6
165,格器,2019.3.16 12:00,8.4,,52,1,2.78,0,,1796,,18.6
165,格器,2019.3.16 13:00,9.5,,52,1,2.98,0,,1764,,20.9
165,格器,2019.3.16 14:00,9.7,,48,1,2.9,0,,1867,,22.1
165,格器,2019.3.16 15:00,10.4,,50,1,2.59,0,,1896,,21.5
165,格器,2019.3.16 16:00,9.7,,54,1,2.04,0,,1883,,16.1
165,格器,2019.3.16 17:00,8.6,,59,1,1.36,0,,1817,,14.2
165,格器,2019.3.16 18:00,7.9,,69,1,0.6,0,,1771,,11.5
165,格器,2019.3.16 19:00,6.9,,67,0.1,0.07,0,,1992,,9.5
165,格器,2019.3.16 20:00,6.6,,70,,,0,,1989,,8.5
165,格器,2019.3.16 21:00,6.2,,69,,,0,,2000,,7.7
165,格器,2019.3.16 22:00,5.6,,70,,,0,,1985,,7.1
165,格器,2019.3.16 23:00,5.5,,78,,,0,,1454,,6.8
165,格器,2019.3.17 0:00,5.2,,79,,,0,,1457,,6.4
165,格器,2019.3.17 1:00,5,,82,,,0,,1270,,6.1
165,格器,2019.3.17 2:00,4.7,,84,,,3,,1149,,5.8
165,格器,2019.3.17 3:00,4.9,,82,,,5,Sc,852,19,5.8
165,格器,2019.3.17 4:00,5.3,,90,,,6,Sc,887,19,5.9
165,格器,2019.3.17 5:00,4.7,,93,,,4,Sc,557,19,5.3
165,格器,2019.3.17 6:00,4.1,,96,,,7,Sc,383,19,5.5
165,格器,2019.3.17 7:00,4.2,,95,0,0.01,2,Sc,502,19,4.8
165,格器,2019.3.17 8:00,5.2,,95,0.5,0.34,6,Sc,352,19,5.8
165,格器,2019.3.17 9:00,6.8,,87,1,1.07,0,,758,19,8
165,格器,2019.3.17 10:00,8,,77,1,1.81,1,Sc,1151,19,12.2
165,格器,2019.3.17 11:00,9.4,,58,1,2.47,0,,1671,,16.5
165,格器,2019.3.17 12:00,10.3,,59,1,2.89,0,,1818,,19.7
165,格器,2019.3.17 13:00,10.7,,43,1,3.08,0,,1896,,21.8
165,格器,2019.3.17 14:00,11.3,,38,1,3.02,0,,2000,,22.9
165,格器,2019.3.17 15:00,11.6,,38,1,2.7,0,,1993,,22.5
165,格器,2019.3.17 16:00,11.5,,31,1,2.2,0,,2000,,17
165,格器,2019.3.17 17:00,11,,33,1,1.49,0,,1998,,15
165,格器,2019.3.17 18:00,9.8,,43,1,0.72,0,,2000,,11.9
165,格器,2019.3.17 19:00,8.4,,49,0.4,0.08,1,,2000,,9.6
165,格器,2019.3.17 20:00,7.2,,67,,,1,,2000,,8.4
165,格器,2019.3.17 21:00,6.5,,82,,,5,Ci,1514,,7.7
165,格器,2019.3.17 22:00,5.4,,85,,,0,,1119,,6.9
165,格器,2019.3.17 23:00,4.9,,85,,,5,,1242,,6.4
165,格器,2019.3.18 0:00,4.6,,88,,,6,Ci,1101,,5.8
165,格器,2019.3.18 1:00,4.2,,84,,,6,,1238,,5.6
165,格器,2019.3.18 2:00,3.8,,72,,,6,,1923,,5
165,格器,2019.3.18 3:00,3.9,,58,,,6,Ci,2000,,4.6
165,格器,2019.3.18 4:00,2.9,,63,,,7,Ci,2000,,4.3
165,格器,2019.3.18 5:00,2.6,,60,,,6,Ci,2000,,4.2
165,格器,2019.3.18 6:00,2.2,,67,,,8,Ci,2000,,4.1
165,格器,2019.3.18 7:00,2,,61,0,0.01,5,Ci,2000,,4
165,格器,2019.3.18 8:00,2.6,,59,0,0.26,7,Ci,1991,,4.7
165,格器,2019.3.18 9:00,4.9,,51,1,0.89,8,Ci,1928,,7.3
165,格器,2019.3.18 10:00,8.1,,45,1,1.61,7,Ci,1959,,10.9
165,格器,2019.3.18 11:00,9.6,,45,1,1.9,7,Cs,1773,,13.9
165,格器,2019.3.18 12:00,9.9,,40,0.4,1.58,9,Ci,1975,,13.7
165,格器,2019.3.18 13:00,12.1,,30,0.1,1.61,9,AcCi,2000,,15.1
165,格器,2019.3.18 14:00,12.8,,38,0,1.53,9,AcCi,1986,,15.8
165,格器,2019.3.18 15:00,13.9,,38,0.1,1.58,9,AcCi,2000,,16.6
165,格器,2019.3.18 16:00,13.1,,40,0.1,1.22,9,Ac,1974,,15.6
165,格器,2019.3.18 17:00,12.5,,43,0,0.75,9,Ac,1964,,14.1
165,格器,2019.3.18 18:00,11.8,,44,0,0.39,9,AcCi,2000,,12.1
165,格器,2019.3.18 19:00,10.1,,50,0,0.05,10,,2000,,10.4
165,格器,2019.3.18 20:00,9.4,,47,,,9,,2000,,9.5
165,格器,2019.3.18 21:00,8.8,,55,,,9,Ac,2000,,8.9
165,格器,2019.3.18 22:00,7.8,,58,,,7,,1578,,7.9
165,格器,2019.3.18 23:00,7.4,,67,,,7,,1983,,7.2
165,格器,2019.3.19 0:00,6.7,,59,,,8,Ac,2000,,6.5
165,格器,2019.3.19 1:00,6.1,,80,,,5,,1108,,5.9
165,格器,2019.3.19 2:00,5.6,,87,,,4,,972,19,5.6
165,格器,2019.3.19 3:00,5.3,,80,,,4,Ci,1493,19,5.2
165,格器,2019.3.19 4:00,4.8,,85,,,5,Ci,1544,,5
165,格器,2019.3.19 5:00,4.5,,80,,,0,,1468,,4.6
165,格器,2019.3.19 6:00,4.1,,78,,,0,,1639,,4.4
165,格器,2019.3.19 7:00,3.5,,81,0,0.01,0,,1507,,4.2
165,格器,2019.3.19 8:00,4.5,,80,0.6,0.33,0,,1302,,5.3
165,格器,2019.3.19 9:00,7.3,,64,1,1,0,,1431,,7.9
165,格器,2019.3.19 10:00,9.9,,54,1,1.69,0,,1869,,12.2
165,格器,2019.3.19 11:00,11.8,,50,1,2.25,0,,1935,,16.6
165,格器,2019.3.19 12:00,13.4,,61,1,2.62,1,Ci,1411,,19.8
165,格器,2019.3.19 13:00,14.2,,62,1,2.71,0,,1534,,21.9
165,格器,2019.3.19 14:00,14.7,,62,1,2.62,0,,778,40,22.7
165,格器,2019.3.19 15:00,14.9,,62,1,2.26,0,,964,40,22
165,格器,2019.3.19 16:00,14,,66,1,1.76,0,,840,40,18.5
165,格器,2019.3.19 17:00,13.4,,73,1,1.14,0,,979,40,16.5
165,格器,2019.3.19 18:00,12.7,,78,0.7,0.51,0,,850,40,14.2
165,格器,2019.3.19 19:00,11.4,,83,0,0.06,0,,635,4019,12.1
165,格器,2019.3.19 20:00,10.4,,86,,,0,,480,19,10.8
165,格器,2019.3.19 21:00,9.8,,87,,,0,,359,19,10
165,格器,2019.3.19 22:00,9.5,,88,,,2,,359,19,9.4
165,格器,2019.3.19 23:00,9.3,,87,,,3,,314,19,8.9
165,格器,2019.3.20 0:00,8.7,,90,,,7,Ci,252,19,8.6
165,格器,2019.3.20 1:00,8.3,,94,,,9,,166,19,8.3
165,格器,2019.3.20 2:00,8.3,,91,,,6,,223,19,8.1
165,格器,2019.3.20 3:00,8,,93,,,9,Ci,187,19,8
165,格器,2019.3.20 4:00,7.6,,95,,,9,Ci,162,19,7.7
165,格器,2019.3.20 5:00,7.7,,94,,,8,Ci,177,19,7.7
165,格器,2019.3.20 6:00,7.4,,97,,,9,Ci,109,19,7.6
165,格器,2019.3.20 7:00,7.6,,92,0,0,9,Ci,227,19,7.8
165,格器,2019.3.20 8:00,8.4,,84,0,0.15,9,Ci,343,19,8.7
165,格器,2019.3.20 9:00,9.9,,77,0,0.52,9,Ci,396,19,10.5
165,格器,2019.3.20 10:00,11.6,,69,0,0.68,10,ScAs,442,4019,11.7
165,格器,2019.3.20 11:00,13.4,,63,0,0.64,10,ScAs,542,40,12.5
165,格器,2019.3.20 12:00,14.7,,62,0,0.57,10,ScAs,668,40,12.8
165,格器,2019.3.20 13:00,14.9,,61,0,0.38,10,ScAs,732,40,12.4
165,格器,2019.3.20 14:00,13.7,,83,0,0.23,10,StNs,438,401901,12.2
165,格器,2019.3.20 15:00,13.3,2.5,74,0,0.46,10,ScAs,1292,1901,12.8
165,格器,2019.3.20 16:00,12.8,,74,0,0.27,10,ScAs,1322,,12
165,格器,2019.3.20 17:00,13.4,,71,0,0.19,10,StNs,1688,1,11.7
165,格器,2019.3.20 18:00,12.8,1.9,89,0,0.03,10,StNs,748,1901,11.5
165,格器,2019.3.20 19:00,13.3,,94,0,0,10,StNs,558,1901,11.7
165,格器,2019.3.20 20:00,13.7,,96,,,10,StNs,913,1901,12
165,格器,2019.3.20 21:00,14.4,12,96,,,10,StNs,467,1901,12.7
165,格器,2019.3.20 22:00,16.2,,89,,,10,ScAs,946,1901,13.1
165,格器,2019.3.20 23:00,15.8,,92,,,10,StNs,594,1901,13.4
165,格器,2019.3.21 0:00,14.4,0.4,95,,,10,ScAs,357,1901,13
165,格器,2019.3.21 1:00,13.5,,97,,,8,,198,19,12.7
165,格器,2019.3.21 2:00,11.8,,99,,,10,,25,1916,12.1
165,格器,2019.3.21 3:00,10.8,,100,,,10,,22,16,11.7
165,格器,2019.3.21 4:00,8.9,,99,,,9,Sc,266,1916,10.8
165,格器,2019.3.21 5:00,8.6,,97,,,9,Sc,1043,19,10.2
165,格器,2019.3.21 6:00,8.7,,94,,,9,Sc,926,19,10
165,格器,2019.3.21 7:00,8.3,,95,0,0,10,ScAs,490,19,9.8
165,格器,2019.3.21 8:00,8.3,,95,0,0.04,8,Sc,751,19,9.9
165,格器,2019.3.21 9:00,8.7,,93,0,0.11,9,Sc,698,19,10.1
165,格器,2019.3.21 10:00,8.8,,93,0,0.19,9,Sc,544,19,10.3
165,格器,2019.3.21 11:00,10,,87,0,0.61,10,ScAs,755,19,12.1
165,格器,2019.3.21 12:00,9.5,,84,0,0.55,10,ScAs,1135,19,11.7
165,格器,2019.3.21 13:00,10.2,,77,0.1,1.33,10,ScAs,1642,,14.2
165,格器,2019.3.21 14:00,9.8,,76,0.5,1.75,9,Sc,1141,,15
165,格器,2019.3.21 15:00,9.1,,79,0,0.52,9,Sc,1059,,12.2
165,格器,2019.3.21 16:00,8.8,,77,0,0.76,10,ScAs,1208,,12.1
165,格器,2019.3.21 17:00,7.4,,80,0,0.52,10,ScAs,864,19,11
165,格器,2019.3.21 18:00,6.1,,77,0,0.14,10,ScAs,830,19,9.4
165,格器,2019.3.21 19:00,5.5,,77,0,0.02,10,,791,19,8.4
165,格器,2019.3.21 20:00,5,,76,,,9,,1170,19,7.7
165,格器,2019.3.21 21:00,4.8,,77,,,9,Sc,1074,,7.2
165,格器,2019.3.21 22:00,4.5,,75,,,10,,1106,,7
165,格器,2019.3.21 23:00,4.6,,77,,,9,,1201,,6.9
165,格器,2019.3.22 0:00,4.5,,76,,,10,ScAs,1232,,6.7
165,格器,2019.3.22 1:00,4.6,,74,,,10,,1217,,6.5
165,格器,2019.3.22 2:00,4.4,,71,,,10,,1242,,6.3
165,格器,2019.3.22 3:00,4.4,,73,,,9,Sc,1201,,6.2
