"¿ù","ÀÏ"," 1h "," 2h "," 3h "," 4h "," 5h "," 6h "," 7h "," 8h "," 9h "," 10h "," 11h "," 12h "," 13h "," 14h "," 15h "," 16h "," 17h "," 18h "," 19h "," 20h "," 21h "," 22h "," 23h "," 24h "," °è "
"11","29","0","0","0","0","0","0","0","6.24","144.72","726","1097.28","1239.96","1270.32","1242.6","1087.32","657.12","110.64","5.16","0","0","0","0","0","0","7587"
"11","30","0","0","0","0","0","0","0","5.28","127.8","626.4","1017.72","1137.24","1155.12","1099.08","942.48","377.04","24.6","0.12","0","0","0","0","0","0","6513"
"12","01","0","0","0","0","0","0","0","0","13.8","20.16","33.6","34.32","39.24","22.32","10.68","13.92","0","0","0","0","0","0","0","0","188"
"12","02","0","0","0","0","0","0","0","3.24","46.8","199.32","367.56","698.76","612.12","330.96","517.32","240.72","20.28","4.08","0","0","0","0","0","0","3041"
"12","03","0","0","0","0","0","0","0","0","28.2","446.88","557.16","446.64","793.32","801","137.04","126.6","67.44","5.52","0","0","0","0","0","0","3410"
"12","04","0","0","0","0","0","0","0","0","37.2","375.24","783.48","970.2","674.52","1053.72","894.72","526.68","105.24","5.64","0","0","0","0","0","0","5427"
"12","05","0","0","0","0","0","0","0","4.2","93.72","469.44","1031.88","1222.44","1291.32","1228.32","1056.36","427.32","42.48","0","0","0","0","0","0","0","6867"
"12","06","0","0","0","0","0","0","0","3","57.72","348.84","967.92","958.8","992.52","1170.24","1109.64","525.24","86.52","6.6","0","0","0","0","0","0","6227"
"12","07","0","0","0","0","0","0","0","3.48","68.52","572.52","1039.08","1194.84","1189.8","1130.28","976.32","452.4","92.4","5.64","0","0","0","0","0","0","6725"
"12","08","0","0","0","0","0","0","0","3.36","105.6","530.04","966.96","1075.8","1195.2","1174.56","990.84","482.16","86.04","6.72","0","0","0","0","0","0","6617"
"12","09","0","0","0","0","0","0","0","2.88","76.32","142.44","440.04","920.16","1040.4","973.8","813.6","387.36","91.92","6.12","0","0","0","0","0","0","4895"
"12","10","0","0","0","0","0","0","0","0","78.6","314.76","641.16","881.52","921.48","823.08","744.24","391.68","88.56","11.04","0","0","0","0","0","0","4896"
"12","11","0","0","0","0","0","0","0","0","75.6","259.08","613.92","647.64","681.36","229.92","60.6","120.72","88.92","7.44","0","0","0","0","0","0","2785"
"12","12","0","0","0","0","0","0","0","1.92","91.56","490.56","925.44","1169.4","1029.84","1203.24","1035.72","572.28","87.96","4.08","0","0","0","0","0","0","6612"
"12","13","0","0","0","0","0","0","0","6","108.84","435.84","908.4","907.92","433.8","482.88","729","406.32","99.24","8.88","0","0","0","0","0","0","4527"
"12","14","0","0","0","0","0","0","0","0","75.6","567.6","970.56","1207.2","1229.52","1149.96","871.32","388.8","101.64","6","0","0","0","0","0","0","6568"
"12","15","0","0","0","0","0","0","0","1.2","60.48","448.44","887.4","1110.12","1088.76","1105.08","536.04","327.72","89.76","1.08","0","0","0","0","0","0","5656"
"12","16","0","0","0","0","0","0","0","0","25.8","179.4","644.16","613.56","786","366.12","199.68","284.16","99.12","10.32","0","0","0","0","0","0","3208"
"12","17","0","0","0","0","0","0","0","0","0","38.16","39.36","73.32","43.56","23.4","39.36","80.52","19.2","0","0","0","0","0","0","0","357"
"12","18","0","0","0","0","0","0","0","0","21.72","89.76","541.56","866.52","1245.84","1208.76","855.36","198.72","77.28","4.92","0","0","0","0","0","0","5110"
"12","19","0","0","0","0","0","0","0","0.12","62.88","466.56","914.28","1198.8","1237.32","1138.08","666.96","301.08","99.72","5.52","0","0","0","0","0","0","6091"
"12","20","0","0","0","0","0","0","0","0.72","70.8","378.72","715.44","743.4","478.32","358.44","265.68","155.4","71.52","2.88","0","0","0","0","0","0","3241"
"12","21","0","0","0","0","0","0","0","0","47.88","133.32","162.6","202.44","161.28","114","115.08","131.52","76.68","5.16","0","0","0","0","0","0","1150"
"12","22","0","0","0","0","0","0","0","0","21.96","123.24","270.12","263.76","569.76","789.36","340.56","187.44","116.76","8.64","0","0","0","0","0","0","2692"
"12","23","0","0","0","0","0","0","0","0","28.8","192.24","423.84","419.28","313.32","771","587.16","459.96","104.76","6.96","0","0","0","0","0","0","3307"
"12","24","0","0","0","0","0","0","0","0","57.48","240.96","612.12","1010.52","1210.44","1183.32","1028.76","533.52","108.36","9.6","0","0","0","0","0","0","5995"
"12","25","0","0","0","0","0","0","0","1.56","78","432.6","857.64","1157.76","1191","1055.4","435.6","486.84","82.8","0.24","0","0","0","0","0","0","5779"
"12","26","0","0","0","0","0","0","0","0","3.72","46.92","56.16","127.44","152.28","131.76","91.68","85.8","1.56","0","0","0","0","0","0","0","697"
"12","27","0","0","0","0","0","0","0","0","17.64","207.84","439.2","272.16","502.2","654.12","408.72","152.04","74.76","4.68","0","0","0","0","0","0","2733"
"12","28","0","0","0","0","0","0","0","0","60.84","407.16","830.88","1095.12","1165.44","1142.76","999.48","529.92","113.28","10.68","0","0","0","0","0","0","6356"
"12","29","0","0","0","0","0","0","0","0","16.68","57.96","70.08","106.08","118.68","114.24","86.16","22.68","1.2","0","0","0","0","0","0","0","594"
"12","30","0","0","0","0","0","0","0","0","5.76","41.4","138.96","201","361.2","554.88","322.08","96.6","1.92","0","0","0","0","0","0","0","1724"
"12","31","0","0","0","0","0","0","0","0","39.48","483.72","382.2","819.72","1246.92","1245.84","978.72","580.2","156.48","7.44","0","0","0","0","0","0","5941"
