지점,지점명,일시,기온(°C),강수량(mm),습도(%),일조(hr),일사(MJ/m2),전운량(10분위),운형(운형약어),시정(10m),현상번호(국내식),지면온도(°C)
259,강진군,2019-06-14 02:00,17.9,,89,,,10,,1850,,19.1
259,강진군,2019-06-14 03:00,17.6,,90,,,10,,1410,,19
259,강진군,2019-06-14 04:00,17.6,,90,,,10,,1313,,18.9
259,강진군,2019-06-14 05:00,17.7,,88,,,10,,1478,,18.9
259,강진군,2019-06-14 06:00,17.9,,88,0,0,10,,1854,,19.1
259,강진군,2019-06-14 07:00,18.3,,85,0,.04,10,,1922,,19.7
259,강진군,2019-06-14 08:00,19,,83,0,.09,10,,1946,,20.4
259,강진군,2019-06-14 09:00,19.7,,76,0,.2,10,,2273,,21.2
259,강진군,2019-06-14 10:00,20,.3,78,0,.21,9,,2971,,22.5
259,강진군,2019-06-14 11:00,21.1,.2,78,0,.61,10,,2357,,24.7
259,강진군,2019-06-14 12:00,21.6,,72,0,.78,10,,1518,,25.8
259,강진군,2019-06-14 13:00,21.8,,76,0,.82,10,,1474,,26.1
259,강진군,2019-06-14 14:00,21.4,,75,0,.15,10,,1274,,23.1
259,강진군,2019-06-14 15:00,20.4,0,83,0,.06,10,,1070,,21.9
259,강진군,2019-06-14 16:00,19.6,2.5,89,0,0,10,,612,,21.3
259,강진군,2019-06-14 17:00,19.3,8.5,93,0,.01,10,,647,,20.7
259,강진군,2019-06-14 18:00,19.8,2,91,0,.08,10,,1066,,21.5
259,강진군,2019-06-14 19:00,19.7,0,91,0,.02,9,,995,,20.9
259,강진군,2019-06-14 20:00,19.7,,90,0,0,10,,682,,20.3
259,강진군,2019-06-14 21:00,19.5,,92,,,9,,427,,20
259,강진군,2019-06-14 22:00,18.8,,92,,,7,,827,,19.3
259,강진군,2019-06-14 23:00,18.4,,93,,,6,,597,,18.8
259,강진군,2019-06-15 00:00,18,,93,,,5,,824,,17.9
259,강진군,2019-06-15 01:00,17.8,,94,,,5,,573,,18
259,강진군,2019-06-15 02:00,17.4,,95,,,5,,525,,17.5
259,강진군,2019-06-15 03:00,17,,95,,,4,,438,,17
259,강진군,2019-06-15 04:00,16.8,,95,,,3,,261,,16.8
259,강진군,2019-06-15 05:00,17.1,,91,,,4,,684,,16.6
259,강진군,2019-06-15 06:00,16.7,,87,0,.02,2,,1321,,16.4
259,강진군,2019-06-15 07:00,18.2,,77,.7,.35,1,,1842,,17.8
259,강진군,2019-06-15 08:00,20,,68,1,1,0,,1906,,20.9
259,강진군,2019-06-15 09:00,21.4,,62,1,1.47,0,,1987,,24.9
259,강진군,2019-06-15 10:00,22.5,,62,1,2.2,0,,1721,,28.5
259,강진군,2019-06-15 11:00,23.6,,66,1,2.63,5,,1879,,31
259,강진군,2019-06-15 12:00,24.5,,61,1,2.89,5,,1681,,33
259,강진군,2019-06-15 13:00,24.9,,60,1,2.91,6,,1766,,33.4
259,강진군,2019-06-15 14:00,24.8,,58,1,2.29,6,,1880,,30.7
259,강진군,2019-06-15 15:00,24.5,,58,.7,1.78,0,,1818,,30.8
259,강진군,2019-06-15 16:00,24.3,,57,1,2.2,6,,1586,,30.4
259,강진군,2019-06-15 17:00,23.6,,60,1,1.34,0,,1595,,27.1
259,강진군,2019-06-15 18:00,22.4,,63,1,.85,2,,1683,,22.8
259,강진군,2019-06-15 19:00,21.3,,66,.7,.08,1,,1584,,20.6
259,강진군,2019-06-15 20:00,19.8,,70,0,0,0,,1707,,18.9
259,강진군,2019-06-15 21:00,19.5,,71,,,4,,1689,,18.1
259,강진군,2019-06-15 22:00,19.1,,73,,,0,,1533,,17.7
259,강진군,2019-06-15 23:00,18.7,,76,,,0,,1471,,17.5
259,강진군,2019-06-16 00:00,18.6,,75,,,1,,1418,,17.2
259,강진군,2019-06-16 01:00,18.5,,77,,,4,,1714,,17.2
259,강진군,2019-06-16 02:00,18.6,,79,,,8,,1355,,18.2
259,강진군,2019-06-16 03:00,17.6,,83,,,0,,1099,,17.3
259,강진군,2019-06-16 04:00,17.4,,83,,,0,,1129,,16.7
259,강진군,2019-06-16 05:00,16.9,,88,,,10,,813,,17.4
259,강진군,2019-06-16 06:00,18.3,,80,.2,.04,10,,895,,18.1
259,강진군,2019-06-16 07:00,19.2,,76,.1,.19,2,,987,,20.3
259,강진군,2019-06-16 08:00,20.4,,71,.7,.78,0,,755,,22
259,강진군,2019-06-16 09:00,22.2,,66,1,1.63,0,,1221,,27
259,강진군,2019-06-16 10:00,23.2,,63,1,2.27,2,,1497,,30.9
259,강진군,2019-06-16 11:00,24.4,,54,1,2.63,4,,1619,,31.7
259,강진군,2019-06-16 12:00,24.1,,59,.9,2.42,7,,1596,,30.3
259,강진군,2019-06-16 13:00,23.8,,63,.7,1.69,9,,1524,,30.5
259,강진군,2019-06-16 14:00,24.2,,61,.9,2.28,7,,1579,,32.1
259,강진군,2019-06-16 15:00,24.4,,59,.9,2.42,8,,1418,,32.1
259,강진군,2019-06-16 16:00,24.8,,59,1,1.85,8,,1554,,31.5
259,강진군,2019-06-16 17:00,24.1,,63,.7,1,9,,1580,,27.8
259,강진군,2019-06-16 18:00,23.3,,65,.1,.34,10,,1670,,25.4
259,강진군,2019-06-16 19:00,22.5,,70,1,.27,8,,1544,,23.3
259,강진군,2019-06-16 20:00,21.1,,76,0,0,10,,1734,,21.3
259,강진군,2019-06-16 21:00,19.9,,80,,,5,,1856,,19.9
259,강진군,2019-06-16 22:00,19.2,,82,,,6,,1643,,19.1
259,강진군,2019-06-16 23:00,18.4,,87,,,7,,1641,,18.7
259,강진군,2019-06-17 00:00,17.6,,89,,,7,,1272,,18.2
259,강진군,2019-06-17 01:00,17.1,,91,,,5,,1503,,17.7
259,강진군,2019-06-17 02:00,17,,91,,,8,,1810,,17.7
259,강진군,2019-06-17 03:00,17,,91,,,8,,1738,,18.1
259,강진군,2019-06-17 04:00,17.5,,89,,,9,,1690,,18.9
259,강진군,2019-06-17 05:00,17.6,,91,,,7,,1610,,18.6
259,강진군,2019-06-17 06:00,17.7,,90,0,0,9,,1622,,18.8
259,강진군,2019-06-17 07:00,18.4,,88,0,.18,8,,1590,,20.6
259,강진군,2019-06-17 08:00,20.2,,82,.2,.56,7,,1288,,23
259,강진군,2019-06-17 09:00,22.1,,72,.9,1.35,7,,1572,,27.7
259,강진군,2019-06-17 10:00,23.4,,63,1,1.87,6,,1745,,30.1
259,강진군,2019-06-17 11:00,25,,52,1,2.34,2,,1881,,33.5
259,강진군,2019-06-17 12:00,25,,51,1,2.57,4,,2853,,34.7
259,강진군,2019-06-17 13:00,25.6,,58,1,2.72,3,,2699,,36.4
259,강진군,2019-06-17 14:00,25.8,,60,1,2.57,5,,2510,,37
259,강진군,2019-06-17 15:00,25.5,,60,1,2.2,7,,2407,,34.4
259,강진군,2019-06-17 16:00,26.3,,52,1,1.84,2,,2478,,34.3
259,강진군,2019-06-17 17:00,26.3,,50,1,1.34,3,,2699,,31.3
259,강진군,2019-06-17 18:00,25.3,,51,1,.63,4,,2340,,26.9
259,강진군,2019-06-17 19:00,24.4,,57,.6,.11,2,,2474,,24.3
259,강진군,2019-06-17 20:00,22.5,,64,0,0,2,,3204,,22
259,강진군,2019-06-17 21:00,21.5,,63,,,8,,3542,,20.9
259,강진군,2019-06-17 22:00,20.7,,66,,,8,,3883,,20.2
259,강진군,2019-06-17 23:00,19.7,,72,,,9,,1831,,20
259,강진군,2019-06-18 00:00,19.2,,75,,,9,,1861,,19.7
259,강진군,2019-06-18 01:00,18.6,,79,,,9,,1624,,19.2
259,강진군,2019-06-18 02:00,18.4,,80,,,9,,1938,,18.9
259,강진군,2019-06-18 03:00,17.8,,82,,,8,,1870,,18.6
259,강진군,2019-06-18 04:00,18.1,,82,,,10,,1874,,18.8
259,강진군,2019-06-18 05:00,17.9,,81,,,10,,2456,,19.1
259,강진군,2019-06-18 06:00,17.8,,83,0,0,10,,1522,,19.1
259,강진군,2019-06-18 07:00,18.3,,81,0,0,10,,1664,,19.5
259,강진군,2019-06-18 08:00,18.8,,84,0,.03,10,,1629,,20.1
259,강진군,2019-06-18 09:00,19.6,,78,0,.07,10,,1566,,21.3
259,강진군,2019-06-18 10:00,20.1,,81,0,.07,10,,1250,,22.1
259,강진군,2019-06-18 11:00,21.2,,78,0,.16,10,,1475,,22.9
259,강진군,2019-06-18 12:00,23,,74,0,.51,10,,1540,,26.4
259,강진군,2019-06-18 13:00,25.1,,64,0,1.58,10,,1318,,31.4
259,강진군,2019-06-18 14:00,26,,58,.9,2.33,5,,1448,,34.5
259,강진군,2019-06-18 15:00,27.2,,52,1,2.41,5,,2043,,35.6
259,강진군,2019-06-18 16:00,27,,53,.8,1.6,2,,1520,,32.4
259,강진군,2019-06-18 17:00,25.9,,56,1,1.24,1,,1679,,30
259,강진군,2019-06-18 18:00,24.7,,64,.9,.53,6,,1531,,26.4
259,강진군,2019-06-18 19:00,23.3,,61,.1,.06,7,,2103,,23.3
259,강진군,2019-06-18 20:00,21.8,,72,0,0,7,,1702,,21.7
259,강진군,2019-06-18 21:00,21.1,,75,,,5,,1803,,20.8
259,강진군,2019-06-18 22:00,20.4,,81,,,8,,1426,,20.3
259,강진군,2019-06-18 23:00,20,,83,,,8,,1624,,20
259,강진군,2019-06-19 00:00,19.5,,87,,,7,,1648,,19.5
259,강진군,2019-06-19 01:00,18.8,,91,,,7,,499,,19
259,강진군,2019-06-19 02:00,18.4,,92,,,8,,1498,,18.6
259,강진군,2019-06-19 03:00,18,,92,,,7,,655,,18.3
259,강진군,2019-06-19 04:00,17.6,,93,,,7,,621,,18
259,강진군,2019-06-19 05:00,17.6,,94,,,7,,445,,17.9
259,강진군,2019-06-19 06:00,17.5,,94,0,.01,7,,329,,18.2
259,강진군,2019-06-19 07:00,17.7,,96,0,.12,5,,297,,19.7
259,강진군,2019-06-19 08:00,19,,90,.2,.45,6,,581,,22.9
259,강진군,2019-06-19 09:00,21.8,,76,.9,1.25,6,,1309,,27.3
259,강진군,2019-06-19 10:00,23.5,,69,.7,1.54,7,,1331,,27.9
259,강진군,2019-06-19 11:00,24.6,,66,.6,1.73,7,,908,,32.2
259,강진군,2019-06-19 12:00,26,,59,1,2.67,6,,1480,,35.1
259,강진군,2019-06-19 13:00,27.7,,57,.8,2.08,6,,1515,,36.9
259,강진군,2019-06-19 14:00,28.1,,57,1,2.57,8,,1616,,39
259,강진군,2019-06-19 15:00,29.2,,53,1,2.22,6,,1630,,39
259,강진군,2019-06-19 16:00,28.8,,53,.8,1.4,6,,1601,,35.6
259,강진군,2019-06-19 17:00,27.8,,56,.5,.67,6,,1392,,31.2
259,강진군,2019-06-19 18:00,27,,62,.2,.25,8,,1554,,29.2
259,강진군,2019-06-19 19:00,25.9,,66,0,.03,5,,1459,,26.2
259,강진군,2019-06-19 20:00,24.5,,69,0,0,1,,1337,,24
259,강진군,2019-06-19 21:00,23.2,,72,,,3,,1274,,22.6
259,강진군,2019-06-19 22:00,22.5,,72,,,5,,1704,,21.7
259,강진군,2019-06-19 23:00,21.7,,77,,,6,,1523,,21.1
259,강진군,2019-06-20 00:00,21.3,,79,,,4,,1484,,20.6
259,강진군,2019-06-20 01:00,20.6,,81,,,5,,1485,,20.1
259,강진군,2019-06-20 02:00,19.8,,84,,,6,,1578,,19.7
259,강진군,2019-06-20 03:00,19.2,,87,,,3,,1325,,19.2
259,강진군,2019-06-20 04:00,18.9,,88,,,4,,1248,,18.9
259,강진군,2019-06-20 05:00,18.4,,89,,,1,,1110,,18.4
259,강진군,2019-06-20 06:00,18.1,,91,0,.01,0,,885,,18.6
259,강진군,2019-06-20 07:00,19.6,,85,.9,.29,1,,1047,,20.4
259,강진군,2019-06-20 08:00,22.6,,75,1,.82,0,,1514,,23.8
259,강진군,2019-06-20 09:00,24.8,,66,1,1.44,4,,1546,,28.9
259,강진군,2019-06-20 10:00,25.6,,58,1,2.05,5,,1806,,32.4
259,강진군,2019-06-20 11:00,27.3,,52,1,2.46,4,,2047,,36.6
259,강진군,2019-06-20 12:00,28.6,,50,1,2.7,3,,2034,,39.4
259,강진군,2019-06-20 13:00,29.7,,51,1,2.69,6,,2108,,41.6
259,강진군,2019-06-20 14:00,29.4,,49,1,2.08,8,,2005,,38.7
259,강진군,2019-06-20 15:00,28.9,,54,1,1.73,8,,4830,,37
259,강진군,2019-06-20 16:00,28.2,,56,1,1.44,8,,4830,,34.9
259,강진군,2019-06-20 17:00,28,,59,1,1.22,8,,4830,,33.9
259,강진군,2019-06-20 18:00,27.3,,58,.8,.64,8,,4830,,29.8
259,강진군,2019-06-20 19:00,25.7,,65,.5,.11,7,,4830,,27
259,강진군,2019-06-20 20:00,24.7,,69,0,0,10,,3270,,25.1
259,강진군,2019-06-20 21:00,23.9,,70,,,10,,4830,,23.9
259,강진군,2019-06-20 22:00,23.1,,75,,,8,,4830,,23.2
259,강진군,2019-06-20 23:00,22.1,,80,,,8,,4830,,22.7
259,강진군,2019-06-21 00:00,21.5,,84,,,7,,4830,,22.2
259,강진군,2019-06-21 01:00,21.1,,86,,,9,,3861,,21.9
259,강진군,2019-06-21 02:00,20.7,,86,,,9,,1846,,21.5
259,강진군,2019-06-21 03:00,20.1,,88,,,4,,1427,,20.7
259,강진군,2019-06-21 04:00,19.6,,88,,,3,,1410,,20.2
259,강진군,2019-06-21 05:00,18.8,,90,,,2,,1344,,19.8
259,강진군,2019-06-21 06:00,19.2,,89,0,.01,5,,1432,,20.2
259,강진군,2019-06-21 07:00,20.1,,85,.7,.19,7,,962,,21.1
259,강진군,2019-06-21 08:00,22,,77,.8,.6,3,,1671,,25.1
259,강진군,2019-06-21 09:00,24.9,,66,1,1.47,0,,1998,,30.2
259,강진군,2019-06-21 10:00,26.1,,58,1,2.09,0,,2339,,35.3
259,강진군,2019-06-21 11:00,27.3,,50,1,2.56,0,,3173,,39.5
259,강진군,2019-06-21 12:00,28,,52,1,2.83,1,,3718,,42.5
259,강진군,2019-06-21 13:00,28.8,,50,1,2.85,2,,3423,,42.9
259,강진군,2019-06-21 14:00,28.3,,54,.6,1.57,2,,2856,,36.4
259,강진군,2019-06-21 15:00,29.2,,52,.9,2.7,4,,3389,,43.6
259,강진군,2019-06-21 16:00,28.3,,57,1,2.28,4,,2677,,39.8
259,강진군,2019-06-21 17:00,27.3,,56,1,1.58,1,,2999,,35
259,강진군,2019-06-21 18:00,26.4,,57,1,.84,2,,2581,,29.9
259,강진군,2019-06-21 19:00,24.5,,62,.8,.16,1,,2975,,26.6
259,강진군,2019-06-21 20:00,23.1,,68,0,0,3,,3471,,24.5
259,강진군,2019-06-21 21:00,21.8,,74,,,0,,3169,,23.1
259,강진군,2019-06-21 22:00,21,,77,,,2,,2594,,22.2
259,강진군,2019-06-21 23:00,20.5,,79,,,0,,2888,,21.4
259,강진군,2019-06-22 00:00,20,,80,,,0,,1600,,20.8
259,강진군,2019-06-22 01:00,19.6,,81,,,3,,1326,,20.3
259,강진군,2019-06-22 02:00,18.6,,86,,,6,,1269,,19.9
259,강진군,2019-06-22 03:00,18.2,,90,,,1,,1152,,19.3
259,강진군,2019-06-22 04:00,18.1,,89,,,6,,1092,,19.9
259,강진군,2019-06-22 05:00,18.5,,88,,,5,,1102,,20.3
259,강진군,2019-06-22 06:00,18.9,,87,0,0,8,,1036,,20.8
259,강진군,2019-06-22 07:00,19.7,,83,0,.02,5,,1320,,21.9
259,강진군,2019-06-22 08:00,21.3,,79,0,.25,5,,1270,,24.4
259,강진군,2019-06-22 09:00,22.4,,76,0,.33,9,,1351,,25.8
259,강진군,2019-06-22 10:00,23.3,,67,.2,.97,7,,1770,,26.9
259,강진군,2019-06-22 11:00,23.1,,68,.1,.53,10,,1789,,26.6
259,강진군,2019-06-22 12:00,23.6,,66,0,.92,8,,1858,,28.8
259,강진군,2019-06-22 13:00,24,,67,.6,2.17,7,,1844,,36.3
259,강진군,2019-06-22 14:00,24,,68,.5,1.94,8,,1828,,35.3
259,강진군,2019-06-22 15:00,24.3,,68,.6,1.78,6,,1792,,33.8
259,강진군,2019-06-22 16:00,24.4,,66,.8,1.87,7,,1946,,34.6
259,강진군,2019-06-22 17:00,24,,64,1,1.46,5,,1965,,32
259,강진군,2019-06-22 18:00,23,,67,1,.77,5,,2284,,27.5
259,강진군,2019-06-22 19:00,22.1,,71,.1,.06,5,,2747,,24.8
259,강진군,2019-06-22 20:00,21.5,,71,0,0,7,,2937,,23.7
259,강진군,2019-06-22 21:00,20.9,,73,,,7,,4074,,22.9
259,강진군,2019-06-22 22:00,20.8,,72,,,9,,4697,,22.4
259,강진군,2019-06-22 23:00,20.7,,72,,,8,,4830,,22
259,강진군,2019-06-23 00:00,20.4,,75,,,7,,1835,,21.7
259,강진군,2019-06-23 01:00,20.2,,77,,,8,,2135,,21.5
259,강진군,2019-06-23 02:00,19.8,,79,,,8,,1180,,21.2
259,강진군,2019-06-23 03:00,19.8,,82,,,8,,1945,,21.1
259,강진군,2019-06-23 04:00,19.8,,81,,,7,,2686,,21.1
259,강진군,2019-06-23 05:00,19.8,,82,,,8,,1796,,21.1
259,강진군,2019-06-23 06:00,19.9,,80,0,0,8,,1771,,21.3
259,강진군,2019-06-23 07:00,19.7,,87,0,0,7,,1363,,21.6
259,강진군,2019-06-23 08:00,21.2,,78,0,.11,8,,1036,,23.3
259,강진군,2019-06-23 09:00,21.8,,76,0,.43,8,,1323,,25.5
259,강진군,2019-06-23 10:00,23.2,,69,.3,1.03,7,,1384,,30.9
259,강진군,2019-06-23 11:00,24.7,,64,.7,1.88,6,,1386,,35.8
259,강진군,2019-06-23 12:00,25.5,,64,.7,1.75,6,,1403,,35.6
259,강진군,2019-06-23 13:00,24.7,,66,.3,1.14,6,,1506,,36.2
259,강진군,2019-06-23 14:00,24.2,,69,.9,2.5,8,,1590,,38.2
259,강진군,2019-06-23 15:00,21.9,.1,77,.4,1.32,9,,1596,,28.5
259,강진군,2019-06-23 16:00,21.2,7.9,83,0,.27,9,,1734,,24.9
259,강진군,2019-06-23 17:00,21.2,.5,79,0,.31,9,,1910,,24.3
259,강진군,2019-06-23 18:00,20.6,.5,79,0,.06,9,,1944,,22.8
259,강진군,2019-06-23 19:00,20.7,0,79,0,0,7,,1456,,21.9
259,강진군,2019-06-23 20:00,20.4,,80,0,0,6,,1872,,21.5
259,강진군,2019-06-23 21:00,19.9,,85,,,6,,1846,,20.8
259,강진군,2019-06-23 22:00,19.8,,85,,,8,,1860,,21
259,강진군,2019-06-23 23:00,19.6,,87,,,7,,1575,,20.7
259,강진군,2019-06-24 00:00,19.4,,89,,,8,,1296,,20.8
259,강진군,2019-06-24 01:00,19.6,,86,,,8,,1634,,20.9
259,강진군,2019-06-24 02:00,19.5,,87,,,8,,1694,,20.6
259,강진군,2019-06-24 03:00,19.7,,85,,,8,,1433,,20.7
259,강진군,2019-06-24 04:00,19.6,,89,,,8,,1451,,20.6
259,강진군,2019-06-24 05:00,19.5,,87,,,8,,1536,,20.6
259,강진군,2019-06-24 06:00,19.3,,90,0,0,1,,1437,,20.4
259,강진군,2019-06-24 07:00,19.9,,86,.3,.12,1,,1675,,21.4
259,강진군,2019-06-24 08:00,21.4,,77,.5,.54,2,,1848,,24.6
259,강진군,2019-06-24 09:00,22.8,,67,1,1.62,6,,3024,,29.3
259,강진군,2019-06-24 10:00,23,,68,.3,1,8,,3288,,27.7
259,강진군,2019-06-24 11:00,24.4,,64,.8,1.88,6,,2647,,33
259,강진군,2019-06-24 12:00,25.4,,61,1,2.77,2,,3090,,36.9
259,강진군,2019-06-24 13:00,26.6,,59,1,3.06,0,,3269,,37.4
259,강진군,2019-06-24 14:00,27.7,,56,1,2.89,5,,4596,,36.6
259,강진군,2019-06-24 15:00,27.9,,61,1,2.37,6,,4607,,35.8
259,강진군,2019-06-24 16:00,26.5,,63,1,1.87,4,,3182,,30.7
259,강진군,2019-06-24 17:00,25.3,,64,1,1.31,2,,3518,,28
259,강진군,2019-06-24 18:00,24.3,,66,.8,.53,4,,2906,,24.9
259,강진군,2019-06-24 19:00,23.3,,68,.1,.02,0,,3329,,23.4
259,강진군,2019-06-24 20:00,22.8,,71,0,0,9,,3511,,22.6
259,강진군,2019-06-24 21:00,22.4,,74,,,9,,2455,,22.3
259,강진군,2019-06-24 22:00,21.6,,80,,,6,,1398,,21.6
259,강진군,2019-06-24 23:00,21.4,,84,,,7,,2733,,21.9
259,강진군,2019-06-25 00:00,20.6,,85,,,6,,1890,,21
259,강진군,2019-06-25 01:00,19.9,,88,,,2,,1551,,20.2
259,강진군,2019-06-25 02:00,19.3,,90,,,0,,1372,,19.8
259,강진군,2019-06-25 03:00,19.3,,90,,,0,,1265,,19.5
259,강진군,2019-06-25 04:00,18.6,,92,,,2,,1053,,19.2
259,강진군,2019-06-25 05:00,18.2,,94,,,0,,566,,18.9
259,강진군,2019-06-25 06:00,18.2,,95,0,0,0,,295,,19.1
259,강진군,2019-06-25 07:00,19.2,,91,.9,.26,0,,740,,20.7
259,강진군,2019-06-25 08:00,21.7,,80,1,.83,0,,1537,,24.8
259,강진군,2019-06-25 09:00,24.5,,69,1,1.52,0,,2068,,30
259,강진군,2019-06-25 10:00,26.5,,59,1,2.12,0,,3114,,33.7
259,강진군,2019-06-25 11:00,26.9,,59,.9,2.08,8,,2601,,31
259,강진군,2019-06-25 12:00,27.4,,62,1,2.54,6,,3018,,36.5
259,강진군,2019-06-25 13:00,26.5,,66,.7,1.77,1,,1869,,32
259,강진군,2019-06-25 14:00,26.7,,68,1,2.83,2,,1835,,39.3
259,강진군,2019-06-25 15:00,27.8,,62,1,2.42,2,,1781,,36.8
259,강진군,2019-06-25 16:00,27.9,,61,1,1.96,7,,1776,,35.1
259,강진군,2019-06-25 17:00,27.4,,54,1,1.44,3,,1936,,31.2
259,강진군,2019-06-25 18:00,26.8,,58,1,.9,5,,2319,,28
259,강진군,2019-06-25 19:00,25.1,,62,1,.19,2,,1697,,25.5
259,강진군,2019-06-25 20:00,23.7,,68,0,0,6,,2701,,23.4
259,강진군,2019-06-25 21:00,21.9,,75,,,7,,2249,,22.2
259,강진군,2019-06-25 22:00,20.9,,81,,,8,,2001,,21.4
259,강진군,2019-06-25 23:00,20.7,,81,,,8,,2377,,20.6
259,강진군,2019-06-26 00:00,20.1,,86,,,7,,1664,,20.1
259,강진군,2019-06-26 01:00,19.5,,85,,,8,,2017,,20
259,강진군,2019-06-26 02:00,20.2,,81,,,10,,2703,,20.3
259,강진군,2019-06-26 03:00,21.3,,66,,,10,,4549,,20.2
259,강진군,2019-06-26 04:00,22.1,,62,,,10,,4830,,20.2
259,강진군,2019-06-26 05:00,20.4,1,82,,,10,,1708,,20.6
259,강진군,2019-06-26 06:00,19.5,2,89,0,0,10,,1371,,20.5
259,강진군,2019-06-26 07:00,18.9,5.5,91,0,0,10,,686,,20
259,강진군,2019-06-26 08:00,18.7,4.5,94,0,0,10,,497,,19.8
259,강진군,2019-06-26 09:00,18.8,7.5,94,0,0,10,,570,,19.6
259,강진군,2019-06-26 10:00,18.3,8,93,0,0,10,,466,,19.5
259,강진군,2019-06-26 11:00,18.9,7,92,0,0,10,,732,,19.6
259,강진군,2019-06-26 12:00,19.4,14,92,0,.01,10,,611,,19.9
259,강진군,2019-06-26 13:00,20.5,2,89,0,.11,10,,2083,,21.5
259,강진군,2019-06-26 14:00,21,2,90,0,.35,10,,1646,,22.9
259,강진군,2019-06-26 15:00,21.5,1,90,0,.55,10,,1274,,24.2
259,강진군,2019-06-26 16:00,21.6,.5,91,0,.35,10,,1474,,23.2
259,강진군,2019-06-26 17:00,22,,90,0,.25,9,,2298,,23.2
259,강진군,2019-06-26 18:00,21.7,2.5,92,0,.06,10,,2313,,22.4
259,강진군,2019-06-26 19:00,21.7,0,91,0,0,9,,2082,,21.9
259,강진군,2019-06-26 20:00,21.6,.5,93,0,0,10,,1273,,21.7
259,강진군,2019-06-26 21:00,21.6,.5,94,,,10,,1414,,21.7
259,강진군,2019-06-26 22:00,21.6,.5,95,,,10,,586,,21.8
259,강진군,2019-06-26 23:00,21.7,.5,95,,,9,,1446,,21.9
259,강진군,2019-06-27 00:00,21.7,.5,96,,,8,,303,,21.9
259,강진군,2019-06-27 01:00,21.8,1.5,96,,,10,,690,,22
259,강진군,2019-06-27 02:00,21.9,.5,96,,,9,,481,,22
259,강진군,2019-06-27 03:00,22.1,0,96,,,8,,2244,,22
259,강진군,2019-06-27 04:00,22.1,,95,,,7,,486,,22
259,강진군,2019-06-27 05:00,22,,96,,,7,,609,,22.1
259,강진군,2019-06-27 06:00,22.2,,95,0,0,5,,2216,,22.3
259,강진군,2019-06-27 07:00,23,,94,.3,.13,7,,1730,,23.9
259,강진군,2019-06-27 08:00,23.6,,90,0,.16,5,,1789,,24.8
259,강진군,2019-06-27 09:00,24.1,,87,0,.29,10,,1820,,25.9
259,강진군,2019-06-27 10:00,26.1,,79,.2,1.16,9,,1815,,32.2
259,강진군,2019-06-27 11:00,25.7,,78,.4,1.62,7,,1679,,30.4
259,강진군,2019-06-27 12:00,27,,77,.5,1.97,7,,1771,,36.3
259,강진군,2019-06-27 13:00,28.2,,68,1,3.01,7,,2123,,38.8
259,강진군,2019-06-27 14:00,28.8,,64,.7,1.84,6,,1947,,36.6
259,강진군,2019-06-27 15:00,28.9,,61,.7,1.89,7,,2097,,36.4
259,강진군,2019-06-27 16:00,28.4,,65,1,2.34,5,,2220,,34.3
259,강진군,2019-06-27 17:00,28,,64,1,1.67,2,,2135,,30.7
259,강진군,2019-06-27 18:00,27.1,,71,1,.85,7,,1859,,28.4
259,강진군,2019-06-27 19:00,25.2,,74,.7,.19,5,,2168,,25
259,강진군,2019-06-27 20:00,24.1,,80,0,0,8,,1805,,23.7
259,강진군,2019-06-27 21:00,23.2,,83,,,8,,1434,,23.1
259,강진군,2019-06-27 22:00,22.7,,82,,,9,,1574,,22.5
259,강진군,2019-06-27 23:00,22.2,,84,,,9,,228,,22.2
259,강진군,2019-06-28 00:00,21.9,,86,,,8,,1248,,21.6
259,강진군,2019-06-28 01:00,21.1,,88,,,6,,1068,,21
259,강진군,2019-06-28 02:00,20.9,,90,,,6,,470,,20.9
259,강진군,2019-06-28 03:00,20.6,,91,,,5,,966,,20.7
259,강진군,2019-06-28 04:00,20.2,,92,,,8,,721,,20.1
259,강진군,2019-06-28 05:00,19.7,,94,,,3,,499,,19.6
259,강진군,2019-06-28 06:00,19.3,,94,0,0,4,,535,,19.8
259,강진군,2019-06-28 07:00,20.3,,93,.9,.2,1,,576,,21.6
259,강진군,2019-06-28 08:00,21.7,,88,.8,.59,1,,745,,24.6
259,강진군,2019-06-28 09:00,24.2,,71,1,1.63,2,,1443,,31.2
259,강진군,2019-06-28 10:00,25.4,,68,.9,1.98,3,,1562,,31.5
259,강진군,2019-06-28 11:00,25.9,,64,.8,1.93,7,,1734,,34.1
259,강진군,2019-06-28 12:00,27.7,,59,1,2.95,7,,1795,,38.7
259,강진군,2019-06-28 13:00,29,,61,1,3.01,7,,1748,,39.6
259,강진군,2019-06-28 14:00,29.1,,59,1,2.79,8,,1806,,37.7
259,강진군,2019-06-28 15:00,28.9,,57,.8,1.93,3,,1960,,35.4
259,강진군,2019-06-28 16:00,28.3,,63,1,2.36,6,,2065,,34.4
259,강진군,2019-06-28 17:00,26.7,,67,.3,.33,8,,1768,,28.6
259,강진군,2019-06-28 18:00,26.9,,67,.6,.45,8,,1939,,27.1
259,강진군,2019-06-28 19:00,25.5,,72,.4,.16,7,,2050,,25.2
259,강진군,2019-06-28 20:00,24.3,,74,0,0,7,,1800,,23.8
259,강진군,2019-06-28 21:00,23.5,,76,,,8,,1761,,23.2
259,강진군,2019-06-28 22:00,22.5,,86,,,8,,1479,,22.8
